node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,community_leiden,views,partner,mature,days,clustering_coef
4313,269,0.028324734126566286,0.44090064995357475,0.0011177478405723505,0.026820994919209896,4,2614095,True,True,1734,0.05035232758142374
1550,269,0.028324734126566286,0.4132544275706018,0.0027586260350961297,0.0166001326125489,0,11764956,True,False,3209,0.02973977695167286
617,264,0.027798252079604086,0.4486912973636965,0.0015628528381481934,0.03859891985666772,1,6403862,True,False,1976,0.0929254522410416
343,262,0.027587659260819207,0.44845823298861975,0.0018843951702757747,0.035064103096071636,2,2465515,True,True,2512,0.06747389663946653
9105,261,0.02748236285142677,0.46151229468364274,0.002165713862660975,0.03592205527973097,2,10154,False,True,2198,0.06236368994989685
3633,259,0.02727177003264189,0.4321729237770193,0.001307824388860015,0.03340361907943764,2,3248330,True,True,924,0.08167968633084913
1664,255,0.026850584395072128,0.4075266048746996,0.0017990455254457975,0.018587280108927726,1,11011284,True,True,2036,0.03140342751273738
9272,255,0.026850584395072128,0.3890937397574566,0.0016871781548918516,0.016763376765565097,0,3006248,True,True,1296,0.011919098348000617
848,254,0.02674528798567969,0.4550332997939725,0.0010023383514863743,0.044914651216067185,2,873488,True,True,1651,0.12445924496592076
364,252,0.02653469516689481,0.4411874012821704,0.0016581751974591192,0.031061878420843795,1,2557429,True,False,1933,0.05678871814329982
7047,251,0.02642939875750237,0.4273692736927369,0.0006289564112914885,0.03304334218238289,3,474038,True,True,1938,0.0891792828685259
188,250,0.026324102348109932,0.4568061568061568,0.0012742259925337446,0.044450875136849415,2,814207,True,True,1871,0.1263293172690763
4533,250,0.026324102348109932,0.42650559123366416,0.001790757465800046,0.023903849290799604,1,4186881,True,True,1132,0.053140562248995986
128,247,0.02600821311993261,0.4143904354655729,0.0017565429858892396,0.022087174072690684,4,1758568,True,False,1847,0.029031302458773577
5573,247,0.02600821311993261,0.4505859467666176,0.0008482696645319592,0.040856879308670754,3,178705,True,True,1559,0.1142161219183042
4530,246,0.025902916710540173,0.4375892733723448,0.0006836233713811617,0.027337479252564998,3,2765892,True,False,1993,0.060295337647254026
5875,246,0.025902916710540173,0.40587204581392367,0.0019889622767921217,0.023284611445935445,2,3952580,True,True,1650,0.0326530612244898
8121,246,0.025902916710540173,0.46079573022804465,0.0012188859768548076,0.040829407671953574,3,343733,False,True,2016,0.10887672142027542
3900,235,0.024744656207223336,0.4067237687366167,0.0007761165297814222,0.02396578663973637,2,1565588,True,True,2077,0.060629205310056375
5474,234,0.024639359797830895,0.4463924794359577,0.0012475083871901704,0.03175620971779207,2,1150556,True,True,2083,0.07054033234290745
1691,234,0.024639359797830895,0.45737815449816993,0.0008490339705231793,0.043251705780918824,2,98602,False,True,1352,0.14581269946076814
3734,230,0.024218174160261136,0.44067560670038514,0.0006873325618371286,0.04160447880242939,2,538882,True,True,1808,0.1256502752990317
5974,228,0.024007581341476257,0.45105675611493706,0.000567894772278705,0.036036116839496916,3,623631,True,True,1921,0.1343612334801762
5667,227,0.023902284932083816,0.43558225932211164,0.0005350863078391189,0.033225442049437545,3,650030,True,True,1342,0.11851389809364157
2143,225,0.023691692113298937,0.4396759259259259,0.0008920673476523476,0.029548388699023716,3,565498,True,True,1677,0.08063492063492063
1094,224,0.0235863957039065,0.42769646476018913,0.0012589741126565043,0.020099885879110466,5,2344415,True,False,1460,0.03131005765534914
7296,222,0.02337580288512162,0.39532947591891104,0.000498193378901721,0.0194743422012232,4,1500977,True,True,1124,0.040479393420569894
1584,220,0.02316521006633674,0.4324878182066579,0.002095289793942701,0.01463210099214079,1,19025146,True,False,1581,0.04167704441677044
898,217,0.02284932083815942,0.4182963354474982,0.0003824624399359209,0.02911582641005026,3,376378,True,True,1423,0.11900494965011094
8935,216,0.022744024428766982,0.41789140191850743,0.0009509735604820053,0.026988856901941524,1,1495209,True,True,1133,0.06141257536606374
8257,215,0.02263872801937454,0.44363993086373615,0.0005888358717839335,0.0372560043472216,2,1488297,True,True,1261,0.14214301238861118
6982,214,0.022533431609982103,0.4473808177878274,0.001151479146767299,0.03228244025061643,3,21128,False,True,1276,0.09437936027379229
6270,214,0.022533431609982103,0.4508426299549015,0.001053613154718085,0.030168246061032092,3,1529297,True,True,2059,0.06998376552147778
5178,214,0.022533431609982103,0.4142277663889737,0.0010758576845575807,0.01078242536740413,0,456467,True,False,1814,0.025975165635557896
3163,213,0.02242813520058966,0.44626662280907853,0.0007275651887642001,0.03310376998208519,3,1385765,True,True,1738,0.10545663920630702
6535,213,0.02242813520058966,0.3976635122686542,0.001082196985868501,0.015218206607053924,1,8232341,True,True,1778,0.03755868544600939
8106,210,0.02211224597241234,0.4246556966553389,0.0009615637049436131,0.027373112846546747,5,254162,True,True,2364,0.08680792891319207
6366,209,0.022006949563019903,0.43448622929819747,0.0008570205965586171,0.03134366313448476,1,1399768,True,False,2060,0.1062753036437247
6728,209,0.022006949563019903,0.45362055789071454,0.0012810896845343407,0.03294110093649558,2,402145,True,True,1851,0.12223960250276039
1804,207,0.021796356744235024,0.4460989243271173,0.0005551082501838528,0.03568646720609049,2,497241,True,True,842,0.14755405468786642
7162,207,0.021796356744235024,0.44002223972571003,0.0005775093256651294,0.032077360112941225,2,70079,True,True,1327,0.12771445992214248
2872,207,0.021796356744235024,0.44786606932327283,0.001850944391983686,0.021831030385714482,2,25202,False,True,1413,0.0525303691196473
7208,207,0.021796356744235024,0.4475073037414004,0.0016315938075556155,0.022001884670060732,1,3720963,True,False,2203,0.07344871253693541
6522,205,0.021585763925450144,0.4351232475029781,0.0016043456225096797,0.019131205543818752,1,8041351,True,False,2018,0.03304638928742228
2234,203,0.021375171106665265,0.39196830244748027,0.0006688801975555615,0.015586074596223597,0,7061417,True,False,2423,0.04067697410135102
6320,203,0.021375171106665265,0.43945213085928464,0.00048538323095193096,0.03119004264359328,2,61393,False,True,1353,0.1467590108764571
4754,203,0.021375171106665265,0.4226712359250523,0.0014100643445541603,0.02372152865045454,2,5107505,True,False,1737,0.07452567916890211
7844,201,0.021164578287880386,0.4096889694146068,0.0008933958889975911,0.0246893957299123,2,117843,True,True,1263,0.09014925373134329
2736,201,0.021164578287880386,0.4487761081183253,0.0009721554547173488,0.03297220630632399,4,749409,True,True,839,0.10666666666666667
6925,200,0.021059281878487945,0.45323088670420925,0.0016173368317400833,0.02992073888337448,2,4254,False,True,787,0.07055276381909548
6931,199,0.020953985469095503,0.442585515891509,0.0007032628512821411,0.034756464615403826,2,167134,True,True,870,0.14862189736561596
6496,197,0.020743392650310624,0.45438017319745466,0.0016301072641107433,0.02489847125300414,5,64901,False,True,2325,0.06681860561483477
6904,197,0.020743392650310624,0.4271194063413537,0.0014721618829448876,0.016279638765153828,0,783986,True,True,2455,0.047705376566870406
7602,196,0.020638096240918186,0.42598905535121556,0.0007976307335469528,0.028615511570551307,2,913270,True,True,1114,0.09696493982208268
2064,196,0.020638096240918186,0.4055427448970877,0.000987570892475572,0.019637869799117077,1,779354,True,False,1952,0.056357927786499215
2284,196,0.020638096240918186,0.4516573928758263,0.0006879727224856414,0.035851279487939716,2,161173,True,True,1207,0.15044479330193616
4811,195,0.020532799831525745,0.43397002376165233,0.0004076443463082908,0.027913572952721087,3,497956,True,True,949,0.1071107586571504
6539,194,0.020427503422133307,0.40910657361936764,0.0010548946391723758,0.018825502497570458,4,2605520,True,True,2514,0.037070669301853536
4547,194,0.020427503422133307,0.40323539402173914,0.0005044037944369798,0.021066536425305264,1,1180020,True,True,1649,0.051386143902569306
3023,192,0.020216910603348428,0.3841051567239636,0.0012334633823520799,0.011154771448130313,1,9536357,True,False,2307,0.032231675392670155
3450,191,0.020111614193955987,0.44207047432853885,0.0008456547992206322,0.02681098027528162,2,284253,True,True,1596,0.08850923119316616
6874,191,0.020111614193955987,0.44547117594633895,0.0011315173991925703,0.027145285156922654,3,706023,True,True,2125,0.08658032515844585
9165,190,0.02000631778456355,0.46277165968229217,0.000767512891927311,0.04337027488800533,3,7642,False,True,2277,0.15828460038986356
5449,190,0.02000631778456355,0.4565426401307567,0.0011601972991388163,0.03839205875223879,2,128442,False,True,1017,0.13043720412141466
2665,190,0.02000631778456355,0.40824485234062674,0.0004142050955142842,0.024181589634083886,2,374472,True,True,1432,0.09852408799777221
7362,189,0.019901021375171107,0.4448451918122629,0.0017267714474705495,0.017396952862939092,0,595462,True,False,1874,0.055668130136215244
5458,189,0.019901021375171107,0.4273692736927369,0.0009858925246594543,0.026870972488584936,2,189492,True,True,966,0.09242373072160306
7496,188,0.01979572496577867,0.4432879014189694,0.0006380164725928226,0.034002698096433644,2,1021471,True,True,2092,0.1344294003868472
8162,188,0.01979572496577867,0.4017513431194213,0.0008189588506786585,0.020553259894929402,2,311397,True,True,870,0.055808396859711
6045,187,0.019690428556386228,0.44353633476555204,0.0006190616692114819,0.02486101919658337,1,535690,True,True,1261,0.07164625380944166
4918,184,0.019374539328208908,0.4198125718327292,0.0005136638604258026,0.02980862399397898,2,1674838,True,False,2157,0.12235685435970539
6749,184,0.019374539328208908,0.4482888836440878,0.0007918935683490188,0.03676775902005951,2,8451,False,False,2067,0.15009503444998812
2172,183,0.01926924291881647,0.408139584855387,0.0005462057782253595,0.020831229355192146,2,1994817,True,True,2046,0.07458115654836966
6020,183,0.01926924291881647,0.4463714984019553,0.0007197169334511592,0.03022718387639888,2,283092,True,True,1630,0.13246862427190295
4121,181,0.01905865010003159,0.43302024439175635,0.0010631685667687053,0.015907736741344814,1,3596924,True,False,2463,0.059177409453652546
2929,178,0.01874276087185427,0.436022221201965,0.0008184515091686577,0.02276432279480448,3,1062841,True,True,1365,0.07528724687361138
7130,177,0.018637464462461832,0.43484432234432235,0.001088585273317994,0.020150180396223263,3,2988557,True,True,1811,0.055534155110426295
7714,177,0.018637464462461832,0.44586854460093894,0.000586244855445786,0.030209755158214703,3,52138,False,True,1392,0.10529019003595275
8498,177,0.018637464462461832,0.4381343421295442,0.000738903712973513,0.026543730001383894,2,572091,True,True,1355,0.10734463276836158
154,176,0.01853216805306939,0.4505431946487025,0.000454805613979569,0.03618904032545528,3,335946,True,True,1374,0.19337662337662337
4452,176,0.01853216805306939,0.43773045722713866,0.0004943851647099126,0.024562999497239873,2,134650,True,False,2105,0.07714285714285714
9423,175,0.018426871643676953,0.43454587051018073,0.0012560032917454931,0.019043332212371783,1,241473,False,True,1282,0.05050903119868637
7459,174,0.01832157523428451,0.44721228103220945,0.0007740378861078173,0.030374880439162925,2,55438,False,True,1627,0.12955949770779351
3114,174,0.01832157523428451,0.3784871672246134,0.0010983169864876847,0.0077479859140054345,0,1425656,True,False,1448,0.061989236595575044
6089,173,0.018216278824892074,0.45279870315628873,0.0008374331750409037,0.030914441644082514,2,45151,False,True,1373,0.11916924317784648
3136,173,0.018216278824892074,0.42572171418325266,0.0007215307230714116,0.0289499393461511,2,432635,True,False,1703,0.13348568355961823
685,173,0.018216278824892074,0.4175239602567484,0.000974055700309549,0.01595542061805956,1,288945,True,False,1960,0.04113456109692163
8949,173,0.018216278824892074,0.461938810253417,0.0007764444146860887,0.03945014972110576,2,51333,False,True,1495,0.1439037505041
7749,171,0.018005686006107195,0.4560384153661465,0.001408133011374546,0.028929887031002664,0,2242530,True,False,1454,0.10340557275541795
7924,171,0.018005686006107195,0.4358421294171638,0.00026982359650138847,0.030240595396067802,2,139281,False,True,1756,0.17770897832817337
5123,171,0.018005686006107195,0.44740189381448153,0.0008510531206476713,0.02922279491961035,1,104426,False,True,1276,0.121843825249398
7525,170,0.017900389596714753,0.38471198250020255,0.0005745603862547571,0.01027589793469072,1,1765493,True,False,1272,0.03209189001044205
7617,169,0.017795093187322312,0.4367440790986434,0.0001888025538783383,0.030868493351342088,2,126424,True,True,1532,0.1839250493096647
3088,168,0.017689796777929874,0.39431181233132656,0.0006434315620041164,0.018051775815364938,2,768547,True,True,971,0.057028799543769604
7038,168,0.017689796777929874,0.44723334118201086,0.00045435893706751514,0.03466611271955739,2,109511,True,True,1426,0.2162104362703165
2941,167,0.017584500368537433,0.43504351809436553,0.00024567934119622297,0.02995866331106134,2,160383,True,True,1456,0.17408556381213477
6250,166,0.017479203959144995,0.4314072862723721,0.0002342226514286786,0.02695253210431484,2,155036,True,True,1402,0.15312157721796277
2281,164,0.017268611140360116,0.39143516610337153,0.0009364049740932187,0.014542692026535185,2,4425900,True,True,2747,0.04833158761035463
2919,164,0.017268611140360116,0.40700265706694094,0.00022813299864799853,0.027612392970156555,2,85304,False,True,2165,0.1705820739188987
3264,163,0.017163314730967674,0.4386402475636229,0.00086848024110248,0.023085879194201936,2,508636,True,False,1403,0.07263500719533439
7326,162,0.017058018321575236,0.4384782307585761,0.0008407488041238471,0.021731319501964722,1,616963,True,True,1539,0.08526953454489686
5589,162,0.017058018321575236,0.45934703748488515,0.0012915758570608193,0.03373947496375843,2,9458,False,True,2460,0.12161644045702016
8141,162,0.017058018321575236,0.44192647743136343,0.00044274026053979244,0.030603840644034812,2,213038,True,True,1356,0.16800858829844337
4716,162,0.017058018321575236,0.452712365335113,0.0003974185842701725,0.03867067772889046,2,96784,False,True,1558,0.2194616977225673
