node,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,community_leiden,views,partner,mature,days,clustering_coef
305,0.14599686028257458,0.49752668575891695,0.012373991865823747,0.08190567708880307,0,14861110,True,False,2225,0.07467574327634667
1821,0.14547357404500263,0.4980453479280688,0.010786341365814163,0.08113252976997204,0,2329443,True,False,1379,0.08131833883074047
36,0.14442700156985872,0.5141242937853108,0.012283803316219205,0.09771726223753884,0,1577684,True,False,2036,0.1272463768115942
1721,0.14442700156985872,0.49354338842975204,0.00894230384527453,0.07506690270711833,0,11186291,True,False,2241,0.061870882740447955
188,0.13971742543171115,0.5195758564437194,0.011802356714938926,0.10328982357417883,2,10455,False,True,2000,0.1603165216411816
455,0.1360544217687075,0.4996078431372549,0.017871298117216206,0.0737175259040415,0,4521724,True,False,1298,0.07122067122067122
369,0.1240188383045526,0.5044878563885956,0.007652273615547392,0.08508103560500421,2,2091240,True,True,963,0.14328112708288637
777,0.12140240711669284,0.513571620532115,0.012645391752186427,0.08701759745012051,2,2467726,True,False,1103,0.1599492461561427
1374,0.12087912087912088,0.4966216216216216,0.01073195689295591,0.0760974439385457,1,4493915,True,False,1868,0.12294372294372294
682,0.11983254840397699,0.49201853759011327,0.014438550106971725,0.05720422793668249,1,7163779,True,False,2336,0.07473377767563012
1014,0.11564625850340136,0.4990859232175503,0.020926620365147874,0.06303421502992992,1,3367727,False,False,1780,0.08634306869600987
628,0.11512297226582942,0.501311647429171,0.007778890130631969,0.07746530538310306,2,5443111,True,False,622,0.1409713574097136
781,0.11459968602825746,0.48962336664104533,0.012437726657921712,0.05667773021916183,1,3242219,True,False,2279,0.06086883666373424
35,0.1130298273155416,0.4992163009404389,0.006410488078089734,0.08023180564807407,2,984385,True,False,2071,0.14638242894056847
1147,0.1130298273155416,0.4625998547567175,0.013169098020934217,0.04319633128461244,1,2076169,True,False,2509,0.037252368647717485
1068,0.108843537414966,0.4882473173224323,0.004628194527571217,0.07665958949178245,0,1318725,True,True,2043,0.1343366778149387
1422,0.10779696493982209,0.49713839750260147,0.00728262736243906,0.07463967643882338,2,1131490,True,True,2005,0.1351172152498224
496,0.10570381998953428,0.47372335151214673,0.019021206209442535,0.039292462298574145,4,2213590,True,False,1040,0.07841978227673514
176,0.10518053375196233,0.5055555555555555,0.00390873709486087,0.09181017900249537,2,339854,True,True,1420,0.21134328358208956
669,0.10465724751439037,0.48063380281690143,0.006869646530781984,0.06193659666725025,2,3589774,True,True,875,0.11537688442211055
868,0.10413396127681843,0.4819672131147541,0.005719472656297093,0.06098533163216876,2,1618296,True,True,1701,0.12781077102685143
1621,0.10361067503924648,0.49328859060402686,0.004070725685843274,0.08264337436698523,0,2224383,True,False,688,0.17515254063477415
1287,0.10256410256410257,0.4882473173224323,0.009375343715599702,0.05985804038777203,3,1859701,True,True,1890,0.12762951334379904
1179,0.10047095761381476,0.49,0.005674024249100453,0.06679859578396799,2,4077587,True,True,1657,0.15275959860383945
441,0.09942438513867086,0.494949494949495,0.0031751386996876994,0.08193811216826881,2,1597579,True,True,1398,0.19153439153439153
1557,0.09733124018838304,0.488871834228703,0.003415567716117368,0.074897469730074,0,1522749,True,True,764,0.16012786980528915
1433,0.09628466771323915,0.4733713153331682,0.005847125660220641,0.05706484419047023,0,4757210,True,False,1617,0.11386315039201711
928,0.09523809523809525,0.4791875626880642,0.006636744790708154,0.05197319876018372,3,2485038,True,False,1127,0.09137271568210795
654,0.09471480900052329,0.4867549668874172,0.004126011726922695,0.07241899138155392,2,338594,True,True,960,0.16955187231430324
560,0.09262166405023549,0.48514851485148514,0.006794276630516695,0.055914247930098776,2,1571234,True,True,1069,0.16056753980482794
1486,0.09209837781266353,0.4749005964214712,0.003403852418884765,0.0572105195095408,0,4873121,True,True,1364,0.10701298701298702
1036,0.09209837781266353,0.484779299847793,0.005949447503746429,0.059444336682346464,3,4320387,True,False,2792,0.13902597402597403
1763,0.09105180533751962,0.47798899449724863,0.00481406211835446,0.05398490985716555,1,1581600,True,True,2054,0.11474320643146635
1787,0.09052851909994768,0.4829416224412434,0.004706710040716433,0.07202292248726512,0,1614575,True,False,1581,0.17952681812071514
806,0.08895866038723182,0.48638330363960297,0.006551606102574676,0.06268140487299022,2,3575365,True,False,1453,0.14939088061260006
45,0.08843537414965986,0.4727857496288966,0.0025841475073493663,0.05617699676055432,0,18534438,True,False,1122,0.1312341504649197
717,0.08791208791208792,0.488871834228703,0.0026597041799749713,0.06902843587838342,2,376263,True,True,1605,0.17543484459652126
530,0.08581894296180011,0.49,0.006147604544120612,0.05780477291653715,2,18290,False,True,1229,0.17439772557234776
751,0.08215593929879644,0.4733713153331682,0.005179683747146164,0.047246557604144514,3,2895472,True,True,1691,0.10101257553486853
404,0.07953950811093669,0.4959771606540358,0.008148983189827336,0.06442523111802284,3,102825,False,False,1486,0.17366678285116766
814,0.07901622187336474,0.4759651307596513,0.007840447748130789,0.046942185722686706,1,536548,True,False,2055,0.10242825607064018
1196,0.07796964939822083,0.46987951807228917,0.004720439732677618,0.044543808161437465,1,4024733,True,False,1679,0.1117358969707963
698,0.07744636316064887,0.4679236043095005,0.001947115749631507,0.05250979677467414,0,1445603,True,False,607,0.12281669424526567
315,0.07744636316064887,0.48391997974170675,0.0040138252294650975,0.0603570768852843,2,625042,True,True,1734,0.20858613715756572
1829,0.07744636316064887,0.49062901155327343,0.003450799641713507,0.06175417513618298,0,222867,True,False,509,0.1891891891891892
1137,0.07692307692307693,0.47138628515046865,0.0030751628033050507,0.05119434374708182,0,2491803,True,True,683,0.1269220016773833
1376,0.07692307692307693,0.4791875626880642,0.0026611242886481986,0.053539772129893894,0,7378378,True,False,2281,0.14164569937564067
59,0.07482993197278912,0.47667747567972063,0.004401322510513463,0.046568860805628165,3,1372343,True,False,1638,0.13395055648576776
1232,0.07482993197278912,0.47220163083765754,0.004362344033944318,0.04767350568736386,2,613103,True,False,3250,0.17492366788141436
689,0.07430664573521717,0.47870741482965934,0.002383681268152518,0.06106692177070519,0,1796373,True,True,2295,0.1967835381080811
656,0.07221350078492936,0.47185185185185186,0.0034012056699396767,0.042778560991914454,1,1621644,True,False,2001,0.11805775944144715
784,0.07221350078492936,0.488871834228703,0.004047416597391022,0.06417493790810513,2,161302,True,False,1393,0.2219401248280969
1543,0.07169021454735741,0.4681528662420382,0.003154624181800536,0.04762736318052041,1,1395081,True,True,1895,0.12215543151567196
880,0.07169021454735741,0.4511331444759207,0.004255534050359692,0.03413247814347877,3,7402238,True,False,3466,0.08909403177329325
1086,0.07116692830978545,0.4710377125955139,0.005981303212553242,0.04149214263274322,2,6291491,True,True,1904,0.10392156862745099
318,0.0706436420722135,0.46159420289855074,0.005326458085713286,0.03587901686153902,1,3743432,True,False,2399,0.08225538971807629
1631,0.0706436420722135,0.47870741482965934,0.004956519863559381,0.04833191734024558,1,1466102,True,False,2282,0.13145384190160309
488,0.0706436420722135,0.45981713185755535,0.01212145220064165,0.024588809105367964,4,1552956,True,False,2051,0.04831398562741846
869,0.0706436420722135,0.4754914157750684,0.0038338290898265364,0.04751827449926061,3,7010520,True,True,1485,0.15787728026533995
1502,0.06907378335949765,0.473019801980198,0.002745155067330575,0.04895535883517688,0,528752,False,False,362,0.13624797594263244
1245,0.0685504971219257,0.4647373540856031,0.0018809949944062453,0.051223101366608376,0,1895964,True,False,2398,0.17216676453317675
577,0.06802721088435375,0.47419354838709676,0.0049876367424852505,0.051956035018141264,0,219287,True,True,973,0.1635062611806798
1414,0.0664573521716379,0.47775,0.0015569095578971375,0.053647515884299134,2,79248,False,True,2251,0.2543432070991126
557,0.06593406593406594,0.4480656506447831,0.003911316790406837,0.02992234593026615,1,7309842,True,False,2418,0.0714920634920635
195,0.06593406593406594,0.4765586034912718,0.005442651741369895,0.04150145141055122,3,663071,True,True,2041,0.17206349206349206
275,0.06593406593406594,0.4689570552147239,0.0014555823440474658,0.05888033236569445,0,352377,True,True,709,0.23961904761904762
504,0.06488749345892203,0.4862595419847328,0.0026135848007062252,0.057476738562638754,1,698715,True,False,1684,0.22869131917125624
894,0.06436420722135008,0.4632727272727273,0.0024676830741303508,0.03656145506414372,0,1833997,True,False,493,0.10742369718779154
147,0.06384092098377812,0.4619289340101523,0.0032652169465513872,0.04019391566456253,2,176608,False,True,794,0.18913426364991193
982,0.06331763474620618,0.46271186440677964,0.006886923912017265,0.0332650486472835,1,2979319,True,False,1705,0.09104683195592286
769,0.06279434850863423,0.4791875626880642,0.004164140594904459,0.04374198011144682,2,130221,True,False,1066,0.1876750700280112
267,0.06279434850863423,0.4831858407079646,0.003208981989862674,0.050230484610899906,2,106183,False,True,1594,0.18361344537815127
1867,0.06279434850863423,0.4789473684210526,0.003807250993466806,0.04169958044912599,3,2220778,True,False,2259,0.16176470588235295
1337,0.06227106227106227,0.4336283185840708,0.00695391952558772,0.022249417511443763,4,3490782,True,True,2252,0.07933342828656886
1673,0.06070120355834642,0.45663082437275987,0.0017386387387845884,0.04055371178903568,2,563470,True,True,1377,0.16506746626686658
341,0.06070120355834642,0.4725519287833828,0.001844855449183977,0.04640151751618285,1,1101798,True,False,1338,0.20869565217391303
1555,0.06070120355834642,0.4704579025110783,0.0011502354351876029,0.05394060303390832,0,1426256,True,True,1950,0.24287856071964017
1249,0.06017791732077447,0.45684915132679893,0.0024941393338635885,0.036964938475127246,2,164433,False,True,579,0.15255530129672007
306,0.05913134484563056,0.47231833910034604,0.0022544457925717572,0.045857689995821904,0,6598843,True,False,2219,0.16861567635903918
62,0.05860805860805861,0.46485040136219896,0.0020634482390608547,0.039752474374532575,0,3993336,True,False,2164,0.14736164736164736
1666,0.05860805860805861,0.4794279979929754,0.0023528042533207463,0.049673701067584085,2,1671386,True,True,1721,0.22023809523809523
905,0.05860805860805861,0.4765586034912718,0.0014583993769590228,0.054206789494664835,2,174686,True,False,2231,0.24356499356499356
260,0.05860805860805861,0.46678065461651197,0.0016324069618055266,0.04660427697445756,2,397843,True,False,824,0.1907979407979408
244,0.05756148613291471,0.4348122866894198,0.0015503236385280051,0.030038706769541127,2,148769,False,True,1784,0.17964970809007505
893,0.057038199895342756,0.4537037037037037,0.002322798397530976,0.03265545448101916,3,7910298,True,False,1067,0.10074753652735303
996,0.057038199895342756,0.4423611111111111,0.0030762541668036864,0.03316310337368939,0,4800198,True,True,1322,0.10278627251104315
823,0.057038199895342756,0.4716189536031589,0.0050447941612573625,0.030768247134979075,3,11836,False,False,2306,0.14271151885830785
608,0.0565149136577708,0.4809967279134156,0.001772153760147944,0.054121313691423416,2,3504,False,True,650,0.2670474212530287
1263,0.0565149136577708,0.4684971806815396,0.003291691250143444,0.036266699065724384,1,1089073,True,True,532,0.17012807199723087
1408,0.0554683411826269,0.46678065461651197,0.0006335771637825197,0.04792332951223529,2,113484,True,True,1390,0.29703504043126683
141,0.0554683411826269,0.45805369127516776,0.0007406496576356955,0.045977356413589764,0,4858298,True,True,2221,0.20341419586702605
899,0.05494505494505495,0.467580132126254,0.002180897867178786,0.036684547210065206,3,672045,True,False,1116,0.1467032967032967
422,0.05494505494505495,0.4543509272467903,0.0011842796149128807,0.044915669711076606,2,1808365,True,True,708,0.21501831501831503
494,0.054421768707483,0.47667747567972063,0.0008198189842730382,0.057939866880957314,0,8849,False,True,1142,0.2916355489171023
1811,0.054421768707483,0.47150259067357514,0.0011401708480359317,0.051784496682887406,0,113191,False,True,1508,0.26418969380134427
139,0.053898482469911045,0.48355263157894735,0.000858257565668116,0.055101581743461844,2,20742,False,True,1882,0.3089663049685894
1280,0.05337519623233909,0.4619289340101523,0.001677149686357466,0.03314856550595669,1,1656587,True,True,1039,0.1215298000388274
1807,0.05285190999476714,0.4704579025110783,0.0008574390756520822,0.05244600812392863,0,371599,True,True,739,0.29326732673267325
429,0.052328623757195186,0.467580132126254,0.0020232922701728085,0.03724817863343928,2,1235644,True,True,1209,0.17535353535353534
1426,0.052328623757195186,0.4788273615635179,0.0022296896383878083,0.047770094060649824,2,84906,False,False,1674,0.24242424242424243
984,0.052328623757195186,0.4638349514563107,0.000984044237032631,0.041855219141922355,2,66632,True,True,1366,0.25676767676767676
116,0.05180533751962324,0.47348860257680875,0.003261315677334759,0.047681650468001366,2,1642544,True,False,1228,0.24572253143681716
1647,0.05128205128205129,0.4331368993653672,0.0012243277180759042,0.027448299857055432,3,1403571,True,True,1863,0.1407532084998948
688,0.05128205128205129,0.4790674354474806,0.001128371322090697,0.054249081802356235,2,75237,False,False,1302,0.2728802861350726
197,0.05128205128205129,0.4541349809885932,0.01022144181903512,0.021757299954765875,5,205261,False,False,1368,0.04923206395960446
1608,0.05128205128205129,0.441543438077634,0.0024822155875201747,0.029879696671767902,2,2271870,True,True,1525,0.16242373237954977
1443,0.05128205128205129,0.4394113589330881,0.0018916845293836819,0.024722390374693433,1,1001255,True,False,1775,0.13128550389227855
102,0.05128205128205129,0.4701107011070111,0.0018791825514264807,0.03693020796411851,3,1876198,True,False,1500,0.17357458447296445
1662,0.05023547880690738,0.4771535580524345,0.0013375103106799736,0.05014574794600429,0,89843,False,True,523,0.2596491228070175
923,0.04971219256933543,0.43890675241157556,0.0012842317980248953,0.0321986126149049,2,53510,False,True,919,0.23784994400895856
261,0.04971219256933543,0.4523076923076923,0.005498706156973752,0.017801299853017854,4,55815,False,True,2239,0.148488241881299
743,0.04971219256933543,0.4745468090389868,0.0024776738734214746,0.05254040476416222,2,59669,True,True,1549,0.2855543113101904
1185,0.04971219256933543,0.4287637424276419,0.003956877817125044,0.016938186974040155,4,1875392,True,False,1732,0.13818589025755879
1157,0.049188906331763475,0.46780905752753976,0.0018536506555228136,0.044164738371268636,2,2112849,True,False,952,0.24182109357126516
828,0.04866562009419152,0.47584661354581675,0.0006985562563415191,0.055041605992872465,2,487931,True,False,1189,0.30598410472183263
1127,0.04866562009419152,0.4809967279134156,0.0019252038646291674,0.051410745528722844,2,5542,False,True,1303,0.27349228611500703
1177,0.048142333856619576,0.4719683872561126,0.001971097194630906,0.04385286337946776,3,22237,False,False,2264,0.24104156712852365
1533,0.048142333856619576,0.42992125984251967,0.0016904673460640782,0.022471776311571365,1,1357473,True,False,2290,0.06521739130434782
1643,0.04761904761904762,0.4557595993322204,0.0019430219876653068,0.03441093342126571,0,2095511,True,False,2139,0.1496947496947497
1726,0.04657247514390372,0.4636098981077147,0.0012720396417772299,0.03761324124285518,2,2464970,True,False,1123,0.22063329928498468
106,0.04657247514390372,0.4662112710417175,0.0027833776938814814,0.032616890961487996,3,1077945,True,True,1945,0.16164453524004085
1680,0.046049188906331764,0.4673514306676449,0.0013219978675496331,0.046010430684198224,0,7167,False,True,540,0.24634273772204807
207,0.04552590266875981,0.4537037037037037,0.0010977350750791626,0.03262637332504594,1,727872,True,False,2402,0.20449077786688052
866,0.045002616431187865,0.45007065473386715,0.0018724461164212867,0.026335449355124243,1,841939,True,False,2231,0.13160054719562245
391,0.045002616431187865,0.45750538664113,0.0010708961264332237,0.03807779729790432,2,81359,False,True,1271,0.2454172366621067
1260,0.04447933019361591,0.43840330350997936,0.0009622565994674177,0.032080297422444094,2,81412,False,True,1602,0.2092436974789916
1012,0.04447933019361591,0.4729027468448404,0.0009596562780258021,0.050412922994140845,0,164098,True,True,753,0.34257703081232493
1279,0.04395604395604396,0.46394756008739985,0.00196137317344143,0.03988673334269201,3,10690,False,False,2038,0.21887550200803213
1423,0.043432757718472007,0.460149289670118,0.0015787544565945418,0.03197103671283726,1,2163211,True,False,2471,0.18660005877167204
1850,0.043432757718472007,0.4727857496288966,0.000800159389126077,0.04845680692949653,0,30480,False,False,1579,0.27475756685277697
150,0.043432757718472007,0.43050236539761205,0.0006262319760002918,0.02664688383603589,2,117902,False,True,2102,0.24272700558330884
1304,0.043432757718472007,0.43640100479561544,0.0005819574361432652,0.032027361305253174,0,409417,True,True,1367,0.16544225683220687
358,0.043432757718472007,0.473019801980198,0.0031283168591063684,0.03780695851269991,2,3152,False,False,642,0.19424037613870115
1706,0.042909471480900054,0.4312796208530806,0.002359766388922821,0.018123025264859375,3,929459,True,False,1943,0.10418548629930743
601,0.042909471480900054,0.4666666666666667,0.0008030330580855423,0.03576888266692418,2,114507,False,True,951,0.2532369768142126
536,0.042909471480900054,0.4773919560329753,0.0009433096150221331,0.048717381593756916,0,703,False,False,2189,0.29238181270701596
604,0.0423861852433281,0.45838330534900457,0.0006445748409370721,0.036702675781123746,2,41470,False,True,1392,0.2876543209876543
747,0.0423861852433281,0.44628678187762727,0.0016790082195166118,0.027634494379987457,2,90003,False,True,494,0.19969135802469135
1256,0.041862899005756155,0.4368,0.0006331066592182881,0.03031903841153372,2,92632,False,True,1044,0.18575949367088607
1467,0.041862899005756155,0.45166627274875915,0.0007469061739383448,0.02944221497677717,2,53655,False,True,1021,0.2636075949367089
1367,0.041862899005756155,0.4368,0.0025398249555563814,0.030125481378458725,2,676704,True,False,2442,0.15379746835443037
426,0.0413396127681842,0.44649532710280376,0.0028300753016826364,0.021543761629994367,1,14962,False,True,629,0.13956507627393702
817,0.0413396127681842,0.461705726020778,0.0005897129434717877,0.03441319698009169,2,50635,True,True,2130,0.290814670561506
1205,0.0413396127681842,0.46417294146222976,0.002491487818381923,0.0412048100473901,2,68693,False,True,733,0.2586822460240182
470,0.0413396127681842,0.46485040136219896,0.0005928469830141219,0.04386956663665905,0,19427,False,True,1627,0.28237585199610515
1194,0.04081632653061225,0.45750538664113,0.001117956187526011,0.03700113371130417,0,41393,False,True,1077,0.23776223776223776
1541,0.04081632653061225,0.445870275314979,0.0016782637874643946,0.025728183409616894,2,494688,True,False,1505,0.12420912420912421
2,0.04081632653061225,0.4448324022346369,0.0012059409155251036,0.022971140695803034,1,768573,True,False,1915,0.1088911088911089
1154,0.04081632653061225,0.467580132126254,0.0004688338409904905,0.04095333884428158,2,28802,False,True,1539,0.32967032967032966
148,0.040293040293040296,0.4595959595959596,0.0005460522820565789,0.0401713196513279,0,2150756,True,False,1481,0.2857142857142857
1167,0.040293040293040296,0.44754098360655736,0.001465397679371031,0.027085938716685798,2,183547,False,True,2265,0.21189336978810663
493,0.03976975405546834,0.459375,0.0020402346969093273,0.030581628262722378,3,1754,False,False,1536,0.1726315789473684
1845,0.03976975405546834,0.419631093544137,0.0023185964759671464,0.01775145696507319,3,193193,False,True,2804,0.16736842105263158
319,0.03976975405546834,0.46689469826533103,0.0024682613342471354,0.030723255902351948,1,634275,True,False,510,0.18210526315789474
26,0.03924646781789639,0.43971468016566956,0.0019650308232456552,0.017749421496525735,1,195379,True,False,434,0.15207207207207207
1193,0.03924646781789639,0.4690721649484536,0.0013776932872664486,0.03604637199632911,2,32641,False,False,1516,0.20540540540540542
459,0.03872318158032444,0.45761494252873564,0.0014180724879511843,0.02488407263204372,1,17586,False,True,1660,0.1643835616438356
1733,0.03872318158032444,0.4523076923076923,0.0002897567066003623,0.0388777698598833,0,229110,True,True,1217,0.3217326915957053
6,0.03872318158032444,0.4679236043095005,0.0014890416182565026,0.041932844943237825,2,31551,False,True,532,0.2913735653461681
61,0.03872318158032444,0.42447800977343403,0.0011228529090795477,0.02264625299360067,2,1318935,True,False,1437,0.1462421325435024
94,0.03819989534275249,0.45641270599474565,0.004460116775606262,0.021830749434674047,4,9273,False,True,2355,0.24885844748858446
491,0.03819989534275249,0.4679236043095005,0.0011993513481691228,0.03877467332496195,0,91513,False,True,1074,0.2621765601217656
33,0.03819989534275249,0.4527363184079602,0.0008595923252008776,0.02574833014833652,3,2429821,True,False,1471,0.1933028919330289
913,0.03767660910518054,0.4747826086956522,0.0006750378899524597,0.041976810791273654,3,12045,False,False,1583,0.2746478873239437
1507,0.03767660910518054,0.4656432748538012,0.0004392461916998017,0.04493637366104894,0,1707,False,True,2265,0.3212050078247261
227,0.03767660910518054,0.448486270828444,0.0007898575274734571,0.031764824927148126,2,32627,False,True,1368,0.2895148669796557
1366,0.03767660910518054,0.4526290857413548,0.0013117890210085535,0.028668411126444696,0,1454480,True,False,1585,0.18622848200312989
424,0.037153322867608585,0.4608150470219436,0.0012776018163963752,0.027451636247168707,3,432752,True,False,2297,0.20241448692152916
1677,0.037153322867608585,0.4693025540275049,0.0015710508815304993,0.03616974781249326,2,28428,False,False,2197,0.24225352112676057
738,0.037153322867608585,0.44838104176442983,0.0026439479717720042,0.023566153008933163,2,153872,False,True,2554,0.22696177062374245
952,0.037153322867608585,0.4633850630455868,0.001251260557174049,0.03698651755883475,2,12081,False,True,617,0.2659959758551308
174,0.03663003663003663,0.42148213498014997,0.0004859523051009972,0.02138252119234608,0,6165789,True,False,1601,0.10186335403726708
726,0.03610675039246468,0.4614827336392176,0.000629951673467464,0.03738929047564382,2,47772,False,True,2078,0.2966751918158568
1734,0.03610675039246468,0.45827338129496403,0.002033756564313965,0.028886170874385993,1,135630,False,True,781,0.2651321398124467
86,0.03610675039246468,0.46248789932236206,0.0014207350916735696,0.03238768003913166,1,108200,False,False,2248,0.2770673486786019
1554,0.03610675039246468,0.4544589774078478,0.0009305541835800371,0.0299713436080675,1,220906,True,True,3489,0.29624893435635125
201,0.03610675039246468,0.4702263779527559,0.0005672586854893734,0.04044490246946496,0,3467,False,False,2014,0.28090366581415177
1628,0.035583464154892726,0.47057375030780596,0.00048191299020696154,0.04426607801578139,0,1029,False,False,1995,0.33845478489903424
641,0.035583464154892726,0.454242928452579,0.0013997579085816675,0.02855178798727192,2,8756,False,True,1226,0.20500438981562774
827,0.035583464154892726,0.4629360465116279,0.000923530610287997,0.034632140540999855,2,105116,True,True,967,0.24802458296751537
1308,0.035583464154892726,0.4578342117872544,0.0009179182159599421,0.03401899789073683,2,46121,False,True,1596,0.291044776119403
224,0.035583464154892726,0.4152542372881356,0.0030268929120688503,0.008777336192023873,4,8806,False,True,1968,0.29367866549604915
163,0.03506017791732078,0.45209368346344925,0.00047591222506492714,0.038013497244630136,0,169643,True,False,1260,0.35956580732700133
265,0.03506017791732078,0.4409321642824181,0.0038612915890267776,0.015011648692277132,4,8415,False,False,1975,0.16689280868385345
1767,0.03506017791732078,0.4632727272727273,0.0011986358017052892,0.03242271962907666,2,37678,False,True,1876,0.2365445499773858
205,0.03506017791732078,0.454242928452579,0.0002893147484482423,0.02798774830722799,2,29515,False,False,258,0.32700135685210313
415,0.03506017791732078,0.42780389523169915,0.001143951011649033,0.01984340542353655,2,44268,False,True,1485,0.1854364540931705
1199,0.03506017791732078,0.40054495912806537,0.001494166011101948,0.006427644946533917,4,55736,False,True,2281,0.3582089552238806
1370,0.03506017791732078,0.4388059701492537,0.0010481586875672859,0.020864419154687047,2,67345,False,True,814,0.13432835820895522
513,0.03453689167974883,0.4240071000665631,0.0007722704608349131,0.018047638292105168,2,35476,False,True,671,0.25547785547785545
589,0.03453689167974883,0.4452469711090401,0.0004709896184511564,0.029626705859542676,2,16907,False,True,1324,0.26666666666666666
1720,0.03453689167974883,0.4541349809885932,0.0006572516714967549,0.03336472270833912,0,393579,True,True,1218,0.26573426573426573
649,0.034013605442176874,0.44639103013314646,0.00031806678735590637,0.026806450832856366,2,583373,True,False,992,0.2951923076923077
1365,0.034013605442176874,0.46884200196270853,0.0032861608686089784,0.03542819694594067,2,2442,False,False,1285,0.2639423076923077
1269,0.034013605442176874,0.4693025540275049,0.0012485852453101034,0.03427557840755454,2,9865,False,True,716,0.2610576923076923
1492,0.034013605442176874,0.44618258230212465,0.0006341805737152012,0.02469258134071395,2,74008,False,False,1089,0.1639423076923077
821,0.034013605442176874,0.4625998547567175,0.0010561893597942637,0.03531208666668722,2,7092,False,True,494,0.29951923076923076
291,0.034013605442176874,0.4499646809512597,0.0004989434634386042,0.02333066632273468,2,52886,False,True,1929,0.26875
1148,0.034013605442176874,0.45948545323395046,0.0008138750122114488,0.024681705661671733,2,761878,True,True,1957,0.23557692307692307
352,0.034013605442176874,0.46237599806436,0.0008612975654000621,0.03455074675945446,2,12278,False,True,1923,0.2846153846153846
1603,0.03349031920460492,0.4168848167539267,0.0007711303947834041,0.018503834615270734,3,381160,True,True,757,0.17807539682539683
173,0.03349031920460492,0.4486968772012209,0.0012285618080120518,0.029848398086756323,3,1429848,True,False,1739,0.2425595238095238
216,0.03349031920460492,0.4642857142857143,0.000827013798913042,0.03858433686811754,0,3666,False,True,2015,0.26884920634920634
1664,0.03349031920460492,0.46439854191980556,0.0007365859089401173,0.034522631275520854,2,1170,False,True,2146,0.3030753968253968
1166,0.03349031920460492,0.4147135416666667,0.0011818923568793778,0.016434606732087402,2,52120,False,True,507,0.19990079365079366
1104,0.03349031920460492,0.4409321642824181,0.0008492467961349618,0.021776831591349164,2,124347,True,True,899,0.1626984126984127
1313,0.03296703296703297,0.457286432160804,0.00045897199025239925,0.03477002030233304,0,78938,False,True,1487,0.300563236047107
95,0.03296703296703297,0.43205968799457384,0.00029419376060549427,0.024114916926572454,2,47422,True,False,1650,0.2867383512544803
274,0.03296703296703297,0.4662112710417175,0.0011206397650575619,0.02946847278151454,0,500595,True,True,2303,0.20890937019969277
1517,0.032443746729461015,0.42561247216035636,0.0009104805687900217,0.017649390234925302,4,132672,True,True,1093,0.22739291380222104
1121,0.032443746729461015,0.43790100824931255,0.0004048178336243335,0.02457092309316714,3,325207,True,True,3035,0.19037546271813854
465,0.032443746729461015,0.4385039008719596,0.0004975429354232017,0.02366497217861614,1,366357,True,False,691,0.1708090957165521
1040,0.032443746729461015,0.45327324478178366,0.0008285619512393834,0.02727281667654826,3,5339,False,False,1667,0.21417239555790588
