node,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,community_leiden,views,partner,mature,days,clustering_coef
6808,0.010526315789473684,0.33952823445318087,0.0030658020469782055,0.0457231094784486,1,206365,True,False,1619,0.058018018018018015
4439,0.010385964912280702,0.3410069876519575,0.0027199877924474476,0.03932366562003277,1,77165,False,True,808,0.06886338393187708
5315,0.010385964912280702,0.3430593673263036,0.0050320002155156696,0.03662290475143913,1,26152,False,True,1612,0.060718252499074414
6921,0.010385964912280702,0.3459409594095941,0.005387307049827463,0.04246689739502503,1,758365,True,False,1390,0.0410958904109589
4191,0.010385964912280702,0.34388725324581304,0.002318160069004599,0.04445477739745565,4,809189,True,False,2406,0.0518326545723806
2179,0.010385964912280702,0.33483716340053576,0.003768488527650675,0.028869234902741778,1,272918,True,False,1381,0.04701962236208811
7069,0.01024561403508772,0.3237900477164281,0.002819157190001788,0.026368711758950312,0,1565649,True,False,1976,0.0319634703196347
4700,0.01024561403508772,0.33540460386950993,0.0027290299413422502,0.02776453461616117,6,1038012,True,True,2141,0.08485540334855403
3763,0.01024561403508772,0.3211339973858566,0.0030751336907047307,0.023775916619151585,7,376406,False,True,1986,0.05136986301369863
4816,0.01024561403508772,0.34235056698058813,0.004354301523719651,0.04044710374744709,0,1605732,True,True,2042,0.03729071537290715
3760,0.01024561403508772,0.3169624983317763,0.006059486644841795,0.01458772417611594,4,4367552,True,True,2196,0.004946727549467275
3925,0.01024561403508772,0.3478324545987112,0.004222607136423812,0.0451368849260327,0,5778503,True,False,3798,0.03843226788432268
430,0.010105263157894735,0.3265053615617267,0.002731297809012243,0.020252707847232772,1,54872,False,True,1061,0.07981220657276995
4913,0.010105263157894735,0.34523694156410506,0.004995264162414437,0.038143743275288515,2,478931,True,False,2357,0.05868544600938967
6853,0.010105263157894735,0.3234079251963143,0.0026240177317507674,0.02682006575431027,1,72647,False,True,963,0.04381846635367762
4863,0.00982456140350877,0.3442694240432934,0.0031765607875064044,0.040564288096609925,0,2612634,True,False,2025,0.04720496894409938
5979,0.009684210526315788,0.3529324351099663,0.004534679956266159,0.04519306449373967,2,725379,True,False,2080,0.08397271952259165
2586,0.009684210526315788,0.3445691072637586,0.003804438516058697,0.036929996169745696,3,3779395,True,True,2491,0.04219948849104859
5393,0.009543859649122806,0.35398449920508746,0.0053561979412938086,0.042927269001156794,0,2838642,True,False,1704,0.03906935908691835
368,0.009543859649122806,0.33952823445318087,0.003664056982908337,0.035113932391347295,3,3934182,True,True,2667,0.028533801580333626
1472,0.009543859649122806,0.3505535055350554,0.0024891176253398007,0.04568194568240004,3,2223114,True,True,1810,0.06935908691834942
3520,0.009543859649122806,0.3332553788587465,0.0021835482813945834,0.036823934840504516,1,5275,False,True,1071,0.11281826163301141
5389,0.009543859649122806,0.3071253071253071,0.0029807305088998103,0.014270118098888281,0,19381506,True,True,2206,0.000877963125548727
6776,0.009403508771929824,0.32829562733262685,0.00287258445093974,0.02791606379233208,0,2054228,True,True,1369,0.02397105382180009
3268,0.009403508771929824,0.3297084683017122,0.004737589307664845,0.021446307056411464,8,397490,False,False,2067,0.012211668928086838
1482,0.009263157894736841,0.3126234039752534,0.002471064921548694,0.014144565037756974,2,758248,True,True,2237,0.05780885780885781
5577,0.009263157894736841,0.33497884344146683,0.003892599422272468,0.019941675702996972,5,3621,False,True,1273,0.0951048951048951
1650,0.009263157894736841,0.34674907533579913,0.0037834838265252604,0.037619022913011065,1,7350,False,True,1575,0.0648018648018648
211,0.009122807017543859,0.3296321998612075,0.0009848524480495678,0.040323275187805915,1,57107,False,True,1555,0.13509615384615384
2186,0.009122807017543859,0.35287999603783865,0.0047723218654564204,0.04124115579159399,1,1658,False,True,622,0.04471153846153846
5511,0.008982456140350877,0.3166385210203537,0.0019215470595370604,0.013233724334826722,5,30649,False,True,841,0.06845238095238096
1904,0.008982456140350877,0.3274356617647059,0.0023298748218689505,0.025375666147596447,1,7267,False,True,1158,0.08432539682539683
5122,0.008982456140350877,0.3456891950900005,0.0036377005433231293,0.03818223626274633,1,791,False,False,1198,0.05853174603174603
3320,0.008982456140350877,0.34486931268151017,0.00251043312165939,0.04563035305107107,1,136241,False,False,1770,0.06845238095238096
3097,0.008982456140350877,0.3032301995999489,0.004925852281980758,0.009584772750537865,9,643122,True,False,1532,0.020833333333333332
370,0.008842105263157894,0.3507433297233435,0.003410142820796941,0.0468604363483427,1,691375,True,True,1691,0.06758832565284179
3258,0.008842105263157894,0.3349945930697259,0.0031543194915732986,0.030137892429991323,4,2330843,True,True,2258,0.05017921146953405
4328,0.008842105263157894,0.33485289970861926,0.0014043861016553338,0.03987172593651943,1,34802,False,True,1063,0.1264720942140297
2872,0.008701754385964912,0.333348928604847,0.0014598902515951784,0.03967143948594282,1,14147,False,True,1398,0.15388683236382866
807,0.008701754385964912,0.3610519914867741,0.003440232325247539,0.0511090902494422,1,51907,False,True,2194,0.07720782654680064
6750,0.008701754385964912,0.32261716096898346,0.0026419555511567696,0.02072601871129292,1,97684,False,True,1037,0.03278688524590164
3173,0.00856140350877193,0.32446832733731046,0.0024324108169376025,0.02373756385758264,1,4055,False,True,1045,0.07595628415300547
3237,0.00856140350877193,0.3284923928077455,0.0019596413164180496,0.03156821383576244,1,178508,False,True,752,0.0546448087431694
3739,0.008421052631578947,0.3407623511406571,0.0030358767096651134,0.03890798334187124,1,321639,True,True,1164,0.07005649717514124
4004,0.008421052631578947,0.33659297052154197,0.0034020348819412995,0.027256553887731332,9,1045010,True,True,2774,0.04293785310734463
2654,0.008280701754385965,0.3160065640661729,0.002798839345693832,0.012174512715730864,5,10863,False,False,1877,0.06019871420222092
6077,0.008280701754385965,0.3339739383144277,0.0012285613503215482,0.03150036836276533,4,676893,True,False,2743,0.05669199298655757
493,0.008280701754385965,0.33104121172698975,0.001370171843001751,0.031236985783687284,3,1455362,True,True,2063,0.03915838690824079
5312,0.008140350877192983,0.3383512204387881,0.002685669774278896,0.032432298888340524,1,125746,False,True,1567,0.047186932849364795
972,0.008140350877192983,0.3431585031064875,0.0036206878937226233,0.028663347920123317,7,19768,False,False,2585,0.04597701149425287
1283,0.008140350877192983,0.3422683383772878,0.0031039276521053335,0.03327986758615639,1,393944,True,True,2261,0.04295220810647308
23,0.008140350877192983,0.32415832575068243,0.0008093090847846272,0.030092996774821947,1,68910,False,True,1801,0.11857229280096794
4230,0.008,0.3447024673439768,0.0024038098111081366,0.03583927258095919,1,39809,False,True,2038,0.09837092731829573
4702,0.008,0.3353098969363264,0.0028973532683134375,0.032612022180734654,1,56645,False,True,1774,0.03132832080200501
1334,0.008,0.337038789025544,0.002126409786843712,0.024247580887207396,1,18764,False,True,1977,0.08709273182957393
1229,0.008,0.32477892241772266,0.0024450773040559292,0.025744020835412097,4,527445,True,False,2546,0.016290726817042606
5228,0.008,0.3332397923389926,0.002915794028967938,0.030434038599285392,3,1138977,True,True,2736,0.039473684210526314
759,0.008,0.32699986231584743,0.003963306239239483,0.017767958492573017,2,11427,False,True,3409,0.022556390977443608
5825,0.008,0.3218884120171674,0.001659222049942056,0.022099428286380444,1,127988,False,True,2027,0.05639097744360902
4895,0.008,0.33815851922164214,0.001716768197833231,0.03264568834937751,1,97987,False,True,1343,0.12406015037593984
1481,0.007859649122807018,0.32763139743412883,0.0017054459986210592,0.03527468796232468,1,110677,False,True,1861,0.14285714285714285
2381,0.007859649122807018,0.3507088009450679,0.0031096132080055444,0.04821511268564814,7,1182363,True,True,2081,0.11103896103896103
1442,0.007859649122807018,0.3138904797568175,0.0032865956612608384,0.01225873847666673,0,1789724,True,False,2617,0.004545454545454545
4568,0.007859649122807018,0.338046211510177,0.002979838205322783,0.029692390120397198,1,127832,False,False,2091,0.05194805194805195
6931,0.007859649122807018,0.34445250181290793,0.0034892671647715322,0.029257907690530424,6,501415,True,True,1628,0.048701298701298704
399,0.007859649122807018,0.3255208333333333,0.0016247840877190328,0.02293823809459802,3,95409,False,True,1185,0.07727272727272727
2009,0.007859649122807018,0.3475779306307625,0.0038784967962203496,0.03469284009166776,2,27242,False,True,2022,0.11493506493506493
3691,0.007859649122807018,0.32973898556090336,0.0018467077468188237,0.030118855159842584,1,717,False,False,1055,0.10064935064935066
6059,0.007859649122807018,0.3239961802555591,0.0011549916899862391,0.0249639044796197,3,346536,False,True,1588,0.08506493506493507
3209,0.007719298245614035,0.3324778348110126,0.0018524875917688521,0.031165286110982737,3,3090544,True,False,2073,0.07878787878787878
5451,0.007719298245614035,0.32595269682968114,0.0008329289875869348,0.03298778492989326,1,31563,False,True,1360,0.1898989898989899
5224,0.007719298245614035,0.33255542590431736,0.0013069434531228386,0.029831505469190236,3,403037,True,True,2795,0.06734006734006734
5789,0.007719298245614035,0.3155307559452637,0.0030858584514539544,0.012473849457638068,6,143089,True,False,1333,0.05723905723905724
4032,0.007578947368421052,0.3073903101945727,0.0007730757388779131,0.013644054867308728,2,442669,False,False,2420,0.15234102026554858
6168,0.007578947368421052,0.3333333333333333,0.0032804993942702255,0.029020319015532217,1,57038,False,True,2113,0.11320754716981132
5354,0.007578947368421052,0.3236576723902971,0.0030935138824175405,0.01701879278635287,7,1918285,True,True,1440,0.014675052410901468
2213,0.007578947368421052,0.31254112383208316,0.001097888823584413,0.015507942668530358,2,1296097,True,True,1669,0.07127882599580712
1089,0.007578947368421052,0.37254901960784315,0.003759338984770433,0.06057108596642397,3,1708,False,False,1634,0.09014675052410902
6917,0.007578947368421052,0.33962533962533964,0.003390813964132989,0.03160810879285009,1,27055,False,True,765,0.09433962264150944
2061,0.007578947368421052,0.3306878306878307,0.0022265041983905902,0.025035746621552026,9,795351,True,True,2053,0.04472396925227114
6026,0.00743859649122807,0.30782856649097035,0.0031591421633378348,0.008842800288681193,5,8666,False,True,825,0.07619738751814223
5738,0.00743859649122807,0.3117889025030632,0.0008318883263511182,0.023091789508216845,3,321989,True,True,2014,0.09143686502177069
507,0.00743859649122807,0.30782856649097035,0.0021128424968277085,0.013224463473488941,2,1073282,True,True,2928,0.11175616835994194
2904,0.00743859649122807,0.34153005464480873,0.002224393856003975,0.03726475668555128,1,419132,True,True,1196,0.09143686502177069
1846,0.007298245614035087,0.32326119504559686,0.0018777912001316983,0.021548070407897458,1,73881,False,True,754,0.10407239819004525
2168,0.007298245614035087,0.32961695040710587,0.001404640370139377,0.026392206790043157,1,193064,False,True,2096,0.08521870286576169
4695,0.007157894736842104,0.30016430045919873,0.0008484154065875317,0.011650020500897662,2,48450,False,False,2008,0.13019607843137254
710,0.007157894736842104,0.32245655322230266,0.00157583736470116,0.01920968725741699,6,154875,True,True,1187,0.1607843137254902
3991,0.007017543859649122,0.345856997233144,0.00179806148316136,0.044702242699459355,1,7195,False,False,1577,0.12163265306122449
4611,0.007017543859649122,0.3239814477991997,0.0017904389893838198,0.017940589673239374,6,514680,True,True,653,0.11673469387755102
5100,0.007017543859649122,0.3462940461725395,0.001994996348818362,0.04166066477191643,1,6758,False,True,1531,0.11428571428571428
4482,0.007017543859649122,0.3105116360149917,0.0008506754188737757,0.014545100581309912,2,859702,True,False,2528,0.15591836734693879
4709,0.007017543859649122,0.33602150537634407,0.001419498650364908,0.03508375112748437,3,256407,True,False,1979,0.09714285714285714
3886,0.00687719298245614,0.34595775673707213,0.003564121801432991,0.031089105375756296,7,389899,False,True,3083,0.07142857142857142
6033,0.00687719298245614,0.31934919994621486,0.002034105659867548,0.017662292587973354,3,31526,False,True,1751,0.0467687074829932
5069,0.00687719298245614,0.33031988873435325,0.0019764891703463743,0.026015292726746266,1,2092,False,True,1926,0.0858843537414966
5007,0.00687719298245614,0.33947970268724986,0.003352541399621066,0.02304019175918776,6,62356,False,True,2096,0.1556122448979592
4173,0.00687719298245614,0.32722513089005234,0.0008009391000096329,0.02842336143500362,3,63302,False,False,1212,0.1445578231292517
6359,0.00687719298245614,0.35847252968404103,0.0023018972677400786,0.04580924901857943,3,66932,False,True,1643,0.14030612244897958
5768,0.006736842105263157,0.33188932364449414,0.003068039850821905,0.026437365444010506,3,311606,True,True,1717,0.04875886524822695
237,0.006736842105263157,0.33743784039782143,0.002458705498970443,0.02895215893672599,0,1027237,True,False,3374,0.0673758865248227
1673,0.006736842105263157,0.34014417338998426,0.003550997450101318,0.027988398896168554,5,357677,True,True,2058,0.03546099290780142
3815,0.006736842105263157,0.308161411703646,0.0008518530839215848,0.013297485727937779,2,41275,False,True,1458,0.11613475177304965
1142,0.006736842105263157,0.3316884688794749,0.0023884115956235566,0.022784723469872085,2,2152689,True,False,1600,0.08599290780141844
5580,0.006596491228070175,0.2997349711833747,0.002639719409720742,0.006514330920595211,9,506172,True,True,2521,0.0064754856614246065
4479,0.006596491228070175,0.29680079980005,0.0005725184288375757,0.008522833872984237,2,125241,False,False,1816,0.1887141535615171
2215,0.006596491228070175,0.3354361847370651,0.0026494942495862333,0.022809152666513306,1,27417,False,True,981,0.03515263644773358
6121,0.006596491228070175,0.3474931720639875,0.0016499772516478603,0.043801547512791424,1,37965,False,True,1270,0.16003700277520813
3042,0.006596491228070175,0.3391726567334698,0.0018504557896277187,0.030557713462318156,1,34401,False,True,2075,0.10823311748381129
1175,0.006456140350877193,0.3285226853559572,0.0013839392502690028,0.031978522237193364,1,16874,False,False,1699,0.1294685990338164
261,0.006456140350877193,0.3048128342245989,0.0007966191807210706,0.012806398786455456,2,75857,False,False,2638,0.26570048309178745
1010,0.006456140350877193,0.35005404343126656,0.003886221586688256,0.032828086564360134,1,2712,False,False,724,0.05603864734299517
4330,0.006456140350877193,0.33920495120209476,0.0015349557529994546,0.03244832749097691,7,1400701,True,False,1240,0.07246376811594203
150,0.006456140350877193,0.3118707870086667,0.002601870174298393,0.008991326599886254,3,936253,True,True,3125,0.007729468599033816
3275,0.006456140350877193,0.31140734265734266,0.0013654958450466466,0.011380003627425753,1,17976,False,True,1805,0.07053140096618357
3725,0.006456140350877193,0.3184499865915795,0.0012631063787223195,0.015192036477018429,1,3882,False,True,710,0.06956521739130435
1804,0.006456140350877193,0.3252236625890086,0.002672579378549386,0.017362604621923013,7,25633,False,True,1795,0.04251207729468599
6358,0.006456140350877193,0.32320254025856204,0.0015842997009482126,0.014690744255830312,5,15445,False,False,2482,0.04734299516908213
3688,0.00631578947368421,0.31799517986253684,0.0018174745058958358,0.014108181471837702,6,33772,False,True,1637,0.08080808080808081
582,0.00631578947368421,0.3008614137319483,0.00029543255774652327,0.011547055609110781,2,138969,False,False,2675,0.1484848484848485
5276,0.00631578947368421,0.35787834647646793,0.0031785076951349645,0.03730548601268818,0,2735943,True,True,2409,0.051515151515151514
1601,0.00631578947368421,0.36294636034842853,0.004377356850189498,0.04010855416843335,2,141240,True,False,1866,0.06060606060606061
4833,0.006175438596491228,0.3187919463087248,0.0014653412318529411,0.014366140071430906,1,8016,False,True,1647,0.1543340380549683
3462,0.006175438596491228,0.34363846821645605,0.0023729744007917426,0.03368681120075573,1,9927,False,True,1545,0.09408033826638477
2014,0.006175438596491228,0.32142373798890245,0.00177997710794878,0.012521087528990851,5,12204,False,False,636,0.08350951374207188
454,0.006175438596491228,0.32085922723588217,0.0017130919237307,0.0126163213628941,5,21523,False,True,663,0.0613107822410148
2503,0.006175438596491228,0.2937175364828098,0.0002913286084762036,0.010724020397755317,2,321646,False,False,2112,0.2758985200845666
1882,0.006175438596491228,0.319134641225477,0.0021495337051426144,0.014860499708385795,1,1050,False,False,589,0.03382663847780127
3031,0.006175438596491228,0.3290537108021983,0.0008104456347123243,0.02896022623782145,3,130398,True,True,2163,0.113107822410148
2451,0.006175438596491228,0.3356099858690532,0.001675512467689555,0.02602958117155016,6,23979,False,True,1087,0.08456659619450317
1996,0.006175438596491228,0.3458234237732369,0.003241356677399281,0.029618935156459514,4,6388,False,False,2071,0.02854122621564482
6045,0.006175438596491228,0.3127057274522712,0.0015139028847693985,0.012861017663076225,2,211212,False,True,2136,0.18816067653276955
793,0.006175438596491228,0.3462940461725395,0.0023985192001882445,0.03114504326137788,1,53083,False,True,1331,0.05708245243128964
4620,0.006175438596491228,0.33535724371646425,0.002364245953811519,0.020015267562550145,1,10857,False,True,2321,0.113107822410148
2934,0.006175438596491228,0.33732601079443236,0.002004952416548997,0.025435241070778908,1,35488,False,True,1582,0.06871035940803383
147,0.006035087719298245,0.33391133189614775,0.0010211935511199347,0.029637372576328428,3,491012,True,True,1967,0.09966777408637874
1158,0.006035087719298245,0.31952105475581866,0.001058577288370883,0.01988363789721309,1,1120621,True,True,1608,0.03433001107419712
3448,0.006035087719298245,0.302355187778485,0.000991861149096962,0.013218194125135816,0,368157,True,True,3261,0.026578073089700997
3731,0.006035087719298245,0.30828141225337485,0.0027380953813431596,0.008781041870921038,8,140383,True,True,2053,0.019933554817275746
6315,0.006035087719298245,0.32068593032676207,0.0015833295696756758,0.01690542869339123,6,239780,False,True,2187,0.06423034330011074
2002,0.006035087719298245,0.3298763831658873,0.0011990408626040123,0.028478013755619713,1,15227,False,True,1613,0.12624584717607973
6001,0.006035087719298245,0.3434065934065934,0.0017395179937151977,0.03279451906418956,3,121156,False,True,2939,0.07862679955703211
6474,0.006035087719298245,0.30941937725279023,0.0016402134087207243,0.011384823915396988,2,474100,True,False,1615,0.044296788482835
6922,0.006035087719298245,0.32000898270828654,0.001702511214277605,0.016855704500602982,1,61526,False,True,1880,0.024363233665559248
6611,0.006035087719298245,0.3096210672692508,0.0016913984341224769,0.007097834551850029,5,12701,False,False,1453,0.07087486157253599
3784,0.006035087719298245,0.31889182294230856,0.0035923533610785537,0.01673505270218773,7,365058,False,False,1940,0.018826135105204873
4935,0.0058947368421052625,0.3283410138248848,0.0009056732193841291,0.027970088971944102,3,301594,True,True,2053,0.14634146341463414
859,0.0058947368421052625,0.34615945197493075,0.004228078642322241,0.025454210128962325,5,15447,False,False,2048,0.0627177700348432
5810,0.0058947368421052625,0.31232192171130496,0.0015981902728163305,0.012298404589546836,6,74441,False,False,933,0.08013937282229965
1382,0.0058947368421052625,0.3361959137451045,0.0035706784570099875,0.02744450569554656,4,1213074,True,False,2648,0.03948896631823461
4121,0.0058947368421052625,0.3098230203939644,0.0010430202120864057,0.00876799569013741,5,53779,False,False,3308,0.08130081300813008
4555,0.0058947368421052625,0.33662477558348297,0.001778159322266665,0.02779260273517326,3,113965,False,True,1688,0.07897793263646923
2588,0.0058947368421052625,0.29625779625779625,0.0010800147525306678,0.005223972309154188,5,7929,False,False,318,0.10801393728222997
3436,0.0058947368421052625,0.3245865791991253,0.0013619278969586237,0.0187626394898179,1,539,False,False,267,0.0743321718931475
