node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,clustering_coef,louvain_community,lp_community,id,days,mature,views,partner,new_id,username,created_at,profile_pic,broadcaster_type,game_name,day_of_year,is_leap,days_in_year,normalized_day,sin_created_at,cos_created_at
5122,64,0.0089824561403508,0.3456891950900005,0.0036377005433231,0.0381822362627463,0.0007231629694026,0.058531746031746,7,0,94973589,1198,False,791,False,5122,,,,account_Deleted,Fortnite,,False,365,,,
4790,5,0.0007017543859649,0.2625469820915321,7.94208506817795e-06,0.0012756533614252,7.508306717066353e-05,0.6,12,0,113241013,3252,True,364,False,4790,TheStoneJester,2016-01-19,https://static-cdn.jtvnw.net/jtv_user_pictures/52d07c47-f1da-4120-a60c-efb681c9d130-profile_image-300x300.png,affiliate,Call of Duty: Warzone,19.0,True,366,0.3090091134678485,0.30411483232751785,0.9526353808033826
4919,6,0.0008421052631578,0.2410514919818661,0.0002908675974905,0.0002779616243771,0.0001182617401638,0.0666666666666666,7,0,119663818,3187,True,3994,False,4919,The_PuP_HazY,2016-03-24,https://static-cdn.jtvnw.net/jtv_user_pictures/0810ecdc-c591-4a2b-8d0f-61a69c3668da-profile_image-300x300.jpeg,affiliate,Minecraft,84.0,True,366,1.4248753565461905,0.989372413019683,0.14540367380368976
575,2,0.0002807017543859,0.2950799304232585,0.0,0.0061954923955765,4.503175157053512e-05,1.0,11,0,81085785,3609,False,3956,False,575,maxiimustv,2015-01-27,https://static-cdn.jtvnw.net/jtv_user_pictures/a2557a74-5c19-486c-9d28-cb431557663e-profile_image-300x300.png,affiliate,Destiny 2,27.0,False,365,0.44756936434703903,0.4327755925504312,0.901501684131884
639,8,0.0011228070175438,0.2744924297877258,1.1929078209347753e-05,0.0032863275937968,0.0001064151934001,0.1785714285714285,4,0,55592461,3976,False,2833,False,639,Kaaaaarl,2014-01-25,https://static-cdn.jtvnw.net/jtv_user_pictures/93e7b9c0-c644-4ec9-818f-58c578480c8e-profile_image-300x300.jpeg,affiliate,DayZ,25.0,False,365,0.41314095170495907,0.401487989205973,0.9158642882672872
7012,9,0.0012631578947368,0.2708713503649635,8.713680779895234e-05,0.0016320770293213,0.0001434802987367,0.0277777777777777,14,0,64700169,3830,True,16054,False,7012,Endless_Nerd,2014-06-20,https://static-cdn.jtvnw.net/jtv_user_pictures/73d3ecfc-a491-4724-851f-531f638f520d-profile_image-300x300.png,affiliate,ELDEN RING,171.0,False,365,2.9264150745767936,0.21352091543979612,-0.9769384927771817
6445,4,0.0005614035087719,0.2968255290784869,6.86320996233793e-05,0.00602775490792,7.596467832900612e-05,0.0,11,0,36174401,4474,False,3950,False,6445,JitsuLeon,2012-09-14,https://static-cdn.jtvnw.net/jtv_user_pictures/de8d18ab-1be1-4e25-b27b-9cfe3660ba32-profile_image-300x300.png,affiliate,MapleStory 2,258.0,True,366,4.411963453402059,-0.9552106508146316,-0.29592670134728966
1170,23,0.0032280701754385,0.3212208647040259,0.0013357717034055,0.0135809390141906,0.0003206535410232,0.0988142292490118,6,0,38079222,4397,True,89458,True,1170,Thunderkitten,2012-11-30,https://static-cdn.jtvnw.net/jtv_user_pictures/thunderkitten-profile_image-de6f7c2679bbe6a8-300x300.png,partner,Pokémon GO,335.0,True,366,5.733835772125634,-0.5221325810768248,0.8528643314021598
326,12,0.0016842105263157,0.3024450292894133,0.0001880102014765,0.0059088063378622,0.0001521062673914,0.0,19,0,13233251,5294,True,115054,False,326,Hypermole,2010-06-17,https://static-cdn.jtvnw.net/jtv_user_pictures/hypermole-profile_image-827cc320a8211245-300x300.png,affiliate,Rocksmith+,168.0,False,365,2.874772455613674,0.26366549272800704,-0.9646141756912435
4956,2,0.0002807017543859,0.2474989578991246,0.0002807017543859,0.0004980403855062,7.665772242522014e-05,0.0,3,2,59321650,3921,False,657,False,4956,Gazzaofwar,2014-03-21,https://static-cdn.jtvnw.net/jtv_user_pictures/09fe0021-78e9-42fa-be0c-5296d4af3aea-profile_image-300x300.jpeg,non_Streamer,Assassin's Creed Mirage,80.0,False,365,1.3599222993621571,0.9778483415056568,0.20931464596304847
2639,13,0.0018245614035087,0.3163573394902761,0.0003298879502724,0.0115118203236353,0.0001701429752112,0.1282051282051282,2,0,63652371,3847,True,29158,False,2639,DigitalBaconGaming,2014-06-03,https://static-cdn.jtvnw.net/jtv_user_pictures/digitalbacongaming-profile_image-3a82bc7c66a9c0e6-300x300.jpeg,affiliate,Super Mario Bros. Wonder,154.0,False,365,2.6337735671191145,0.48627270710868997,-0.8738071036110808
5028,3,0.0004210526315789,0.2859378762340476,3.91976727405548e-05,0.0037284170380456,6.513418841186749e-05,0.0,12,0,177106387,2623,True,25085,False,5028,Reefy,2017-10-09,https://static-cdn.jtvnw.net/jtv_user_pictures/57a3654a-27c5-4c6e-a9e7-d4435541b57d-profile_image-300x300.png,affiliate,Just Chatting,282.0,False,365,4.837191976212229,-0.9922222094179324,0.12447926388678869
6277,6,0.0008421052631578,0.3114345659585628,6.795976112045616e-05,0.0110048922444096,9.316636404144371e-05,0.2,13,0,106526921,3324,True,8917,False,6277,scn1sla,2015-11-08,https://static-cdn.jtvnw.net/jtv_user_pictures/60800576-682b-4524-afc0-bceac9d9b26e-profile_image-300x300.png,affiliate,Dota 2,312.0,False,365,5.353618165843428,-0.801361088174677,0.5981809144059158
6784,4,0.0005614035087719,0.3156985245247906,1.104756250263388e-05,0.0125432165521756,6.261649254500683e-05,0.5,4,0,41418023,4290,True,3011,False,6784,hurricanesteve,2013-03-17,https://static-cdn.jtvnw.net/jtv_user_pictures/8d1ea3b4-f1d2-4d63-bd84-e6aedef0379b-profile_image-300x300.png,non_Streamer,,76.0,False,365,1.2910654740779972,0.9611297838723007,0.27609697309746883
49,5,0.0007017543859649,0.2554770698124708,3.0116048085205808e-05,0.0005864484176955,9.317791303342254e-05,0.3,6,0,154501248,2790,True,8482,False,49,DakEJP,2017-04-25,https://static-cdn.jtvnw.net/jtv_user_pictures/8d4dedbb-dbf6-4fb3-8e73-5caa003aa83f-profile_image-300x300.png,affiliate,Just Chatting,115.0,False,365,1.9624195205985555,0.9242907221930933,-0.3816892202666588
4526,1,0.0001403508771929,0.2333158687536839,0.0,0.0001789921404965,3.3802867506315046e-05,0.0,8,0,73421195,3708,False,95722,False,4526,PixelJunkGames,2014-10-20,https://static-cdn.jtvnw.net/jtv_user_pictures/4851a9db-69c1-46a7-9f1b-818b8475c47b-profile_image-300x300.png,partner,The Tomorrow Children,293.0,False,365,5.026548245743669,-0.9510565162951536,0.30901699437494723
4108,3,0.0004210526315789,0.2565533630995247,1.1837994742428328e-05,0.0006770571626157,6.114746334729269e-05,0.0,10,0,55682420,3974,False,3930,False,4108,Acapellaguitarist,2014-01-27,https://static-cdn.jtvnw.net/jtv_user_pictures/b765f279-6e84-44d0-95f3-2c0c047f5581-profile_image-300x300.png,affiliate,Ghost of Tsushima: Director's Cut,27.0,False,365,0.44756936434703903,0.4327755925504312,0.901501684131884
1171,1,0.0001403508771929,0.2415991319385575,0.0,0.0002776174721258,3.180828511026556e-05,0.0,8,3,27953914,4697,False,9733,False,1171,minigolf2000,2012-02-04,https://static-cdn.jtvnw.net/jtv_user_pictures/c12c173a-38f6-4e68-9645-c9dfe392c1e6-profile_image-300x300.png,affiliate,Software and Game Development,35.0,True,366,0.583683880994825,0.5511016400746002,0.8344381237138473
2568,1,0.0001403508771929,0.2365145228215767,0.0,0.0002459870651984,3.394113080452684e-05,0.0,8,3,51992513,4040,False,4828,False,2568,Fuzzfinger,2013-11-22,https://static-cdn.jtvnw.net/jtv_user_pictures/95ce9d78-ff30-4255-be29-dcf6a84837be-profile_image-300x300.png,affiliate,Dragon Quest III: HD-2D Remake,326.0,False,365,5.594617054337988,-0.6354323008901775,0.7721565844991641
5731,40,0.0056140350877192,0.3552552852014359,0.0019697779795356,0.0428376745229066,0.0004556365379808,0.1602564102564102,4,0,96302101,3439,True,10775,False,5731,LukeTheDukeUK,2015-07-16,https://static-cdn.jtvnw.net/jtv_user_pictures/22106713-3a8f-4af6-b492-e203a5557d8f-profile_image-300x300.png,affiliate,Escape from Tarkov,197.0,False,365,3.3739844389238325,-0.23030567023061196,-0.973118337233262
1760,7,0.0009824561403508,0.2634790326159307,3.789315393233924e-05,0.0010011802479678,0.0001072736051999,0.0,16,0,139120746,2957,True,21793,False,1760,aTeacupGamer,2016-11-09,https://static-cdn.jtvnw.net/jtv_user_pictures/f531fedf-3703-4c82-a21b-914377db7805-profile_image-300x300.png,affiliate,Just Chatting,314.0,True,366,5.373325139746477,-0.7894179103280197,0.613856141822612
6707,4,0.0005614035087719,0.3039027511196417,0.0003096414993836,0.0080327598313587,9.117171490297316e-05,0.0,19,0,26770546,4750,True,574,False,6707,rorytha,2011-12-13,https://static-cdn.jtvnw.net/jtv_user_pictures/101bef27-68fd-452c-aec6-07b4c5c9a8d0-profile_image-300x300.jpg,non_Streamer,After the Fall,347.0,False,365,5.9561153870798265,-0.32126966169236515,0.9469877530760751
2019,21,0.0029473684210526,0.3444358503335589,0.0004382527666662,0.033486235361275,0.0002468713289754,0.2523809523809524,17,0,44946167,4196,False,11980,False,2019,Callum_Amos,2013-06-19,https://static-cdn.jtvnw.net/jtv_user_pictures/383f2b7082d8f6ec-profile_image-300x300.png,affiliate,Rocket League,170.0,False,365,2.9092008682557537,0.23030567023061221,-0.9731183372332619
634,1,0.0001403508771929,0.2683413678818921,0.0,0.0025401452050159,3.0345629651401183e-05,0.0,2,0,46597630,4160,True,770,False,634,TG_Truper,2013-07-25,https://static-cdn.jtvnw.net/jtv_user_pictures/a8b55079-a860-4731-ab4b-b2545422795a-profile_image-300x300.png,affiliate,Phasmophobia,206.0,False,365,3.528912295813192,-0.37770796520396466,-0.9259247771938499
4670,1,0.0001403508771929,0.2553305859165024,0.0,0.0013435968092108,3.214364973904356e-05,0.0,11,0,25651842,4801,True,1568,False,4670,lightsydepringle,2011-10-23,https://static-cdn.jtvnw.net/jtv_user_pictures/b65afead-2a9b-42e1-8612-ad423a000830-profile_image-300x300.png,affiliate,Just Chatting,296.0,False,365,5.078190864706789,-0.9338372288229252,0.35769823883312546
2399,14,0.0019649122807017,0.3042921204356182,0.0002179028251775,0.0076393262038336,0.0001762981153014,0.0989010989010989,19,0,51730005,4045,True,31841,False,2399,LottyTheCat,2013-11-17,https://static-cdn.jtvnw.net/jtv_user_pictures/lottythecat-profile_image-a8ce05c875189da4-300x300.png,affiliate,Final Fantasy VI,321.0,False,365,5.508546022732788,-0.6994583270516471,0.7146733860429608
5737,1,0.0001403508771929,0.2209439345075663,0.0,8.093720879804653e-05,3.220610088201645e-05,0.0,3,0,60961830,1638,False,261,False,5737,,,,account_Deleted,,,False,365,,,
6974,31,0.0043508771929824,0.2891052951917224,0.0009156177035327,0.0024092102117671,0.0004279376482195,0.053763440860215,3,0,70524636,3755,False,18318,False,6974,AuzzieDonkey,2014-09-03,https://static-cdn.jtvnw.net/jtv_user_pictures/162f03ba0bc21ac3-profile_image-300x300.png,affiliate,SMITE 2,246.0,False,365,4.217480548654791,-0.8800122039735356,-0.4749510720670502
6919,1,0.0001403508771929,0.2242258308157099,0.0,0.0001013202995618,3.584581951365492e-05,0.0,6,0,37699144,4413,False,1607,False,6919,monstermouse,2012-11-14,https://static-cdn.jtvnw.net/jtv_user_pictures/40edec8d-50fa-48f2-826a-c9408ef6de0c-profile_image-300x300.png,non_Streamer,Tom Clancy's Rainbow Six Siege,319.0,True,366,5.459161004598657,-0.7338853664321989,0.6792733388972934
240,4,0.0005614035087719,0.2921159444057234,0.0001082842236167,0.005792130237819,6.650919442643128e-05,0.3333333333333333,2,0,137265740,2980,True,1725,False,240,HylianSiren,2016-10-17,https://static-cdn.jtvnw.net/jtv_user_pictures/cfa89dc0-8927-4693-9d39-3251863ce677-profile_image-300x300.png,affiliate,ELDEN RING,291.0,True,366,4.978480161426448,-0.9648061359537647,0.262962202656514
5646,4,0.0005614035087719,0.2803241924696069,2.0204174340913293e-05,0.0029777197442414,6.696042998941556e-05,0.0,11,0,50590583,4069,False,1639,False,5646,PasticheOfSkin,2013-10-24,https://static-cdn.jtvnw.net/jtv_user_pictures/b6930ef2-7402-4b2b-bef8-33d01a9883e3-profile_image-300x300.png,non_Streamer,Phantasy Star Online 2 New Genesis,297.0,False,365,5.095405071027829,-0.9275416835791965,0.3737197147904692
158,4,0.0005614035087719,0.2625760088446656,2.132055937926625e-05,0.0018248795943228,6.246589920403117e-05,0.1666666666666666,8,3,46373336,4165,True,3315,False,158,AzumiAzura,2013-07-20,https://static-cdn.jtvnw.net/jtv_user_pictures/fdbea425-c171-46ea-8d8e-2e7192abb66e-profile_image-300x300.png,affiliate,FINAL FANTASY XIV ONLINE,201.0,False,365,3.4428412642079924,-0.2967128192734901,-0.9549667548552553
3298,9,0.0012631578947368,0.2927881651941648,2.336290989658388e-05,0.0071323971724511,0.0001073153177143,0.25,2,0,187385098,2545,True,2733,False,3298,mayhem_girl_2k,2017-12-26,https://static-cdn.jtvnw.net/jtv_user_pictures/0847dc89-3c60-472c-9b4c-f1bb12acdbcc-profile_image-300x300.png,affiliate,Baldur's Gate 3,360.0,False,365,6.179900069253346,-0.10310169744743544,0.9946708199115211
2354,27,0.0037894736842105,0.3132418886837246,0.0004795520143602,0.0151731813874176,0.0002921694739559,0.1253561253561253,3,0,38904740,4366,False,1294,False,2354,SmokinAces48,2012-12-31,https://static-cdn.jtvnw.net/jtv_user_pictures/010671a87ef3283a-profile_image-300x300.jpeg,non_Streamer,Battlefield 1,366.0,True,366,6.26601813420915,-0.017166329754707492,0.9998526477050269
1161,6,0.0008421052631578,0.282345948087973,0.0003379330862695,0.0025715994949038,0.0001168939145966,0.0,6,0,141462246,2928,False,14678,False,1161,Renoxei,2016-12-08,https://static-cdn.jtvnw.net/jtv_user_pictures/1117e54c-2353-44d6-b03b-34913b99d082-profile_image-300x300.png,affiliate,Overwatch 2,343.0,True,366,5.871173155889122,-0.4004539056512665,0.9163169044870048
1869,112,0.015719298245614,0.3670410055635689,0.0088158950042191,0.0704602914846654,0.0012824426036654,0.0429536679536679,2,0,45846901,4176,True,488224,True,1869,meganyy,2013-07-09,https://static-cdn.jtvnw.net/jtv_user_pictures/f75bf429-339b-4996-894f-f1d65cded740-profile_image-300x300.png,partner,Just Chatting,190.0,False,365,3.253484994676553,-0.11165900712169444,-0.9937465804361781
3499,35,0.0049122807017543,0.3173012692050768,0.0014583781160641,0.0122272556729197,0.0004312824868316,0.0571428571428571,6,0,126378005,3110,True,8138,False,3499,RetroBecky,2016-06-09,https://static-cdn.jtvnw.net/jtv_user_pictures/5ba68d9c-6f6d-46a1-8c62-07522cc4c232-profile_image-300x300.jpeg,non_Streamer,Sherlock Holmes Versus Jack the Ripper,161.0,True,366,2.7467476752697646,0.3846650997070012,-0.923056206884176
5655,9,0.0012631578947368,0.262469608782141,4.03278816818856e-05,0.0008723816878896,0.0001380521152804,0.3333333333333333,18,0,101102471,3393,False,3403,False,5655,JohnSReid,2015-08-31,https://static-cdn.jtvnw.net/jtv_user_pictures/f264f39f-e7d8-473d-9cb6-a07d8d8a2931-profile_image-300x300.png,affiliate,Deep Rock Galactic,243.0,False,365,4.165837929691671,-0.8543221697498269,-0.5197438121555157
5295,4,0.0005614035087719,0.274386721608195,0.0005721823451106,0.0023374637161578,9.052928976728528e-05,0.0,4,0,119664707,3187,True,758,False,5295,Goldup,2016-03-24,https://static-cdn.jtvnw.net/jtv_user_pictures/10ea5e3a-0538-4111-9630-7ce2de8211b4-profile_image-300x300.png,affiliate,Hell Let Loose,84.0,True,366,1.4248753565461905,0.989372413019683,0.14540367380368976
6468,1,0.0001403508771929,0.2213145306578865,0.0,7.382177742043139e-05,3.416967136606929e-05,0.0,8,0,28588067,4673,True,859,False,6468,Katari_91,2012-02-28,https://static-cdn.jtvnw.net/jtv_user_pictures/katari_91-profile_image-170d3355ae4a8dd2-300x300.jpeg,non_Streamer,Euro Truck Simulator 2,59.0,True,366,0.9956960322852897,0.8391377545563938,0.5439189543287247
3872,2,0.0002807017543859,0.2341593269357171,0.0,0.0002221518556335,6.202563843556215e-05,1.0,3,4,40297287,4322,False,3221,False,3872,Claw_Uitra,2013-02-13,https://static-cdn.jtvnw.net/jtv_user_pictures/4fe05d28e45703eb-profile_image-300x300.png,non_Streamer,Total War: Shogun 2,44.0,False,365,0.7402108718047183,0.6744436188329455,0.7383263540031065
5676,10,0.0014035087719298,0.2901294893720987,0.0001461828436342,0.0037071935597297,0.0001436818265767,0.0222222222222222,8,0,45396907,4186,False,212170,True,5676,Havian,2013-06-29,https://static-cdn.jtvnw.net/jtv_user_pictures/3b202155-985f-4d7a-bcb4-dceb930437e1-profile_image-300x300.png,partner,Wuthering Waves,180.0,False,365,3.0813429314661533,0.06021327736579302,-0.9981855344718586
72,2,0.0002807017543859,0.2549924844320378,3.241993303316861e-07,0.0011182505417159,4.0026559905271885e-05,0.0,3,0,153231390,2802,False,2264,False,72,slomoassassin,2017-04-13,https://static-cdn.jtvnw.net/jtv_user_pictures/489af0cf-8d2b-4374-a2d1-08a86142f0b3-profile_image-300x300.png,affiliate,Call of Duty: Modern Warfare II,103.0,False,365,1.7558490447460762,0.9829265519799822,-0.18399835165768005
544,3,0.0004210526315789,0.2954470061370045,0.0,0.0078561300897979,5.465749110895544e-05,1.0,19,0,30934283,4580,False,1224,False,544,Jay_JJ81,2012-05-31,https://static-cdn.jtvnw.net/jtv_user_pictures/jay_jj81-profile_image-c3ef8390b0a02b12-300x300.jpeg,non_Streamer,Tom Clancy's The Division,152.0,True,366,2.59224311853584,0.522132581076825,-0.8528643314021596
4228,3,0.0004210526315789,0.2747040906812661,4.624405764557255e-05,0.0022517013756134,6.711081603362263e-05,0.0,5,0,130705044,3061,True,5573,False,4228,dugnoggets,2016-07-28,https://static-cdn.jtvnw.net/jtv_user_pictures/54ed3ace-4af4-4aa5-a52a-6adcd236c297-profile_image-300x300.png,affiliate,,210.0,True,366,3.5879391508211302,-0.431672852473784,-0.9020302369860707
2430,4,0.0005614035087719,0.2667240669337027,2.760093203298693e-05,0.0021248888244933,7.288276030710906e-05,0.1666666666666666,6,0,44193440,4214,True,3420,False,2430,bungeellama,2013-06-01,https://static-cdn.jtvnw.net/jtv_user_pictures/df17273d-9e0a-48c6-a781-f415b9af46d8-profile_image-300x300.png,affiliate,World of Warcraft,152.0,False,365,2.5993451544770343,0.5160623910158528,-0.8565509959010036
2677,36,0.0050526315789473,0.2956799601610159,0.0004174718093622,0.0084228382493449,0.0003933876743735,0.1555555555555555,8,3,76748966,3660,False,106623,False,2677,Crrool,2014-12-07,https://static-cdn.jtvnw.net/jtv_user_pictures/crrool-profile_image-b93418034e9cbd69-300x300.jpeg,partner,Pokémon Party Mini,341.0,False,365,5.852830149153587,-0.41719360261231697,0.9088176373395028
576,2,0.0002807017543859,0.2374604232627895,1.6214015296192565e-06,0.0002533439794959,4.532585320089838e-05,0.0,17,0,27788634,4704,True,798,False,576,andykod77,2012-01-28,https://static-cdn.jtvnw.net/jtv_user_pictures/andykod77-profile_image-380af754c54c40ea-300x300.jpeg,non_Streamer,State of Decay 2,28.0,True,366,0.46351367020177275,0.44709379298511387,0.8944870822287956
5986,17,0.0023859649122807,0.3112576995325674,0.0006309729006302,0.0092685178730441,0.0002181994403838,0.125,8,0,30796517,4586,False,8926,False,5986,Raisus,2012-05-25,https://static-cdn.jtvnw.net/jtv_user_pictures/c92cfa2b68c143e8-profile_image-300x300.png,non_Streamer,,146.0,True,366,2.489240080713224,0.6070575744291006,-0.7946578517376249
3707,2,0.0002807017543859,0.2222811505584326,0.0002807017543859,8.695114723127127e-05,8.584597695257335e-05,0.0,16,5,158523868,498,False,759,False,3707,,,,account_Deleted,,,False,365,,,
809,16,0.0022456140350877,0.3094596942321056,0.000501873728899,0.0104299126715271,0.0001988633767357,0.0833333333333333,10,0,55576507,3976,True,2759,False,809,illage6,2014-01-25,https://static-cdn.jtvnw.net/jtv_user_pictures/56e0fc63-81aa-4211-8d40-46c46b09ebb2-profile_image-300x300.jpg,non_Streamer,Borderlands 3,25.0,False,365,0.41314095170495907,0.401487989205973,0.9158642882672872
593,7,0.0009824561403508,0.277054088735078,2.4030032403884465e-05,0.0034945384230672,9.443907363226498e-05,0.3333333333333333,6,0,46839359,4155,False,1458,False,593,Chainsawnicorn,2013-07-30,https://static-cdn.jtvnw.net/jtv_user_pictures/73f1ab9b-1df4-436a-b3b9-8e5d53a29975-profile_image-300x300.png,non_Streamer,FINAL FANTASY XIV ONLINE,211.0,False,365,3.6149833274183925,-0.455906693508459,-0.8900275764346766
2456,6,0.0008421052631578,0.2554587501344519,8.392674706293245e-05,0.0007533521176412,9.684941317599713e-05,0.2666666666666666,3,0,198743760,2482,True,1178,False,2456,ItsHuxxy,2018-02-27,https://static-cdn.jtvnw.net/jtv_user_pictures/949c49b3-9f05-4575-b6a2-b498c5e45ddf-profile_image-300x300.png,affiliate,Knockout City,58.0,False,365,0.9812097602992778,0.8311706263658079,0.5560174366570446
6911,5,0.0007017543859649,0.234830757061402,1.680808087779655e-05,0.0001486360896801,9.720485163690158e-05,0.1,12,0,113655358,3248,False,1572,False,6911,missy_blackhood,2016-01-23,https://static-cdn.jtvnw.net/jtv_user_pictures/b6b50449-46f8-423b-8d73-06234cc70df1-profile_image-300x300.png,non_Streamer,Minecraft,23.0,True,366,0.37767780534959255,0.3687629311922601,0.9295234803804003
3362,1,0.0001403508771929,0.2155368000726018,0.0,6.822482781006464e-05,3.2308911402435635e-05,0.0,2,0,38182598,4394,True,10500,False,3362,coreRoss,2012-12-03,https://static-cdn.jtvnw.net/jtv_user_pictures/c15b3164-0fa7-49a6-95d4-dbbaddb71a54-profile_image-300x300.jpg,affiliate,Tom Clancy's Rainbow Six Siege,338.0,True,366,5.785337291036941,-0.47753588643748845,0.8786122450571482
7101,1,0.0001403508771929,0.2034842210481222,0.0,1.9443610251358462e-05,5.391992885526371e-05,0.0,7,6,183599062,2573,True,1975,False,7101,Waidcast,2017-11-28,https://static-cdn.jtvnw.net/jtv_user_pictures/262840a3-65cd-485c-82f5-15ff663e79fb-profile_image-300x300.jpg,affiliate,,332.0,False,365,5.697902292264227,-0.5524353131676203,0.8335557718385695
7060,7,0.0009824561403508,0.318863280375923,9.790166729654732e-05,0.0149037080235988,0.0001016486140231,0.1904761904761904,2,0,97910651,3423,True,6442,False,7060,ReformedPingu,2015-08-01,https://static-cdn.jtvnw.net/jtv_user_pictures/f9ac85ca-5741-46ea-b681-82e5d7759e2d-profile_image-300x300.jpg,affiliate,Fortnite,213.0,False,365,3.649411740060472,-0.4862727071086902,-0.8738071036110807
6080,11,0.0015438596491228,0.3322297864403618,0.0002559635304296,0.0204360433395147,0.0001479246224815,0.1818181818181818,19,0,28230732,4686,False,6599,False,6080,BrokeAssLarry,2012-02-15,https://static-cdn.jtvnw.net/jtv_user_pictures/0e965473-a1df-4fa0-95d1-1e406c366399-profile_image-300x300.png,affiliate,World of Warcraft,46.0,True,366,0.7725227836696212,0.6979441547663435,0.7161521883143933
