node,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,community_leiden,views,partner,mature,days,clustering_coef
4069,468,0.07147220525351253,0.4631817217231379,0.008432001379241995,0.04615998371529165,0,1789734,True,True,2332,0.024872343930159777
38,462,0.07055589492974955,0.47346348517715114,0.004513724058860485,0.07373206251172443,3,2433146,True,True,1201,0.062399639406147
5516,455,0.06948686621869274,0.45037485384139214,0.003548052932233293,0.05903030617437203,1,23653368,True,False,228,0.040731955269400204
2907,449,0.06857055589492975,0.45665667061859266,0.00280113522149182,0.0576772808346752,1,3045858,True,False,1425,0.026447661469933183
5034,442,0.06750152718387294,0.4789000219410517,0.008280793949202125,0.05227469070773217,0,1708965,True,False,1483,0.038261458429525656
3701,440,0.06719609040928529,0.4615818412519385,0.006227606069625904,0.04960321964387956,0,3333683,True,False,2277,0.032729343549389105
1719,434,0.0662797800855223,0.4605105844292848,0.004808329489152418,0.04823984745330857,2,2645302,False,False,2164,0.05527825374357446
1890,429,0.06551618814905315,0.46492473729054246,0.005393210054669881,0.056591856026481424,1,25218209,True,True,1810,0.04113020935450842
6403,416,0.06353084911423336,0.4240657988472249,0.0037266351133839457,0.038453641241536156,2,367607,True,False,2227,0.05652224281742354
539,392,0.05986560781918143,0.45889690938397926,0.0029296019147912454,0.05814556032337085,3,1331214,True,False,2013,0.049284931363849885
4248,390,0.05956017104459377,0.4600899381675098,0.003858471096305608,0.05172453881064033,1,5571755,True,False,2771,0.038534045217849845
1100,386,0.05894929749541845,0.4342463028052258,0.0036051039518644216,0.042965652416911554,3,4009806,True,True,1991,0.02466859565305161
2898,369,0.05635308491142334,0.44726775956284154,0.0031982277835960415,0.04785177255430747,3,7387278,True,False,2430,0.043905384706020976
4716,363,0.05543677458766036,0.43178371249587866,0.004744176548939425,0.03350665056249964,2,1401209,True,True,2262,0.04121577401336316
3087,355,0.05421502748930972,0.46383792590493733,0.0033878948776724835,0.05187131388863098,3,3015118,True,True,1268,0.05587650194955041
5844,352,0.05375687232742822,0.45143054119269216,0.003444330740670829,0.04299937539581738,3,29998029,True,False,2460,0.0253982128982129
2459,347,0.052993280390959074,0.4510884541195922,0.0028336164365994226,0.049090940148487854,3,1153459,True,False,2423,0.055671236527793974
2374,347,0.052993280390959074,0.40129925844211556,0.0029606347233996273,0.030118790924398002,2,284220,True,False,1987,0.057886758508104146
420,344,0.052535125229077585,0.4750435287289611,0.0054440464187991006,0.046185681509675336,0,835715,True,False,1686,0.04585056614007729
1261,344,0.052535125229077585,0.42500162263906016,0.002472491351169041,0.0400591532887986,3,5450976,True,False,1941,0.020255610549867787
4047,343,0.05238240684178375,0.45519638512339244,0.002162672989861546,0.052552948465780375,1,11309197,True,False,2127,0.05119942713927676
5095,341,0.05207697006719609,0.4372913049285428,0.0031339546126078195,0.038611672616141596,1,13851887,True,False,1945,0.01852682421942384
2055,341,0.05207697006719609,0.45668852001673876,0.0020430568337086257,0.0519681347123843,1,1237123,True,False,988,0.04495428670001725
6276,338,0.0516188149053146,0.43531445286531045,0.002346010795767793,0.04358581269750467,3,2440513,True,True,1104,0.031640124313030045
6084,336,0.05131337813072694,0.42209759556501,0.002508934503423891,0.035260660760612,2,9288190,True,False,2023,0.041879886282871356
2972,335,0.05116065974343311,0.47841017023452914,0.007386071013789779,0.05331072657805025,0,11891,False,False,1676,0.06211457681651622
4451,327,0.04993891264508247,0.4632144878324844,0.0025577130382008276,0.05429645342404092,1,3605326,True,False,2163,0.0801673514568207
6101,323,0.04932803909590715,0.4595410204224858,0.002038104377564328,0.0522175692960486,3,1028132,True,True,2536,0.07301501836432514
4918,318,0.048564447159438,0.47050370051016743,0.0035436397763686576,0.04969234587829884,0,692047,True,True,800,0.05993690851735016
3920,317,0.04841172877214417,0.4530547291219816,0.0027276189332333537,0.04851810423980727,3,1132205,True,False,1512,0.06876172982470151
3051,313,0.04780085522296885,0.43404480975739096,0.0026697539717490644,0.03509543585581417,0,4758509,True,True,1261,0.02523142459244696
3476,312,0.047648136835675016,0.48274845178413445,0.009701471549628601,0.04896706383907673,0,9434,False,False,1449,0.051323274795943605
3286,310,0.04734270006108736,0.4600899381675098,0.00121884643373217,0.05711201002215356,1,1277367,True,False,1279,0.08435118488359954
3592,308,0.047037263286499695,0.45668852001673876,0.0013465725054412174,0.051684950889943085,1,774765,True,False,1487,0.0550361690426837
4719,305,0.046579108124618206,0.44947830862163646,0.0012322719474662275,0.047752753828018385,1,4831573,True,False,2133,0.055457290767903365
3004,305,0.046579108124618206,0.4273593525649393,0.0024829537064207322,0.03828859240498453,3,1705624,True,True,2235,0.04081104400345125
1440,302,0.046120952962736717,0.4523661485319516,0.0018637376313379468,0.048072527120504,3,966703,True,False,1492,0.08644474268992981
938,302,0.046120952962736717,0.471384349578864,0.0035539848630521905,0.04630595567733462,1,1992829,True,False,1356,0.05810653230952014
5388,301,0.045968234575442884,0.4485853257518668,0.0035024956564073304,0.03291043385766746,0,3780767,True,True,2104,0.03676633444075304
2049,301,0.045968234575442884,0.46611617312072895,0.001479945709573544,0.059647523053274566,1,1163309,True,False,2279,0.09816168327796235
3992,298,0.045510079413561395,0.44867753871454025,0.0011965015460608662,0.047650060230414466,1,2685899,True,False,2555,0.06686552324136216
5804,297,0.04535736102626756,0.4437817688919011,0.0033883938128889375,0.034629558686128,1,37754841,True,False,660,0.029347529347529346
410,294,0.044899205864386074,0.4732923744127214,0.003236912065281985,0.04702560871498771,0,952958,True,True,1272,0.07102226556151471
92,292,0.04459376908979841,0.42090377322105804,0.0014919077844269318,0.031544013367711426,2,3460815,False,False,1311,0.04674481005507697
1474,281,0.04291386682956628,0.4248361772529683,0.0023095698752483326,0.03256882589738005,0,836852,True,True,1404,0.038103711235383836
479,279,0.04260843005497862,0.41469284357188096,0.002634660835327939,0.024949292261757915,2,1404673,True,False,2109,0.06482555890771254
1825,275,0.0419975565058033,0.4560523749825881,0.0025505856355499713,0.041918840987140576,1,2538336,True,False,1879,0.07275381552753815
142,275,0.0419975565058033,0.4487390350877193,0.001523812858679536,0.04674873055184109,1,9524566,True,False,2478,0.08944923689449237
4565,273,0.041692119731215636,0.4571348785255515,0.0030671476616105802,0.03643600280969572,0,1206371,True,True,1692,0.05984701572936867
6165,269,0.04108124618204032,0.47858500219266187,0.00356073717489379,0.057187170344992586,0,15104,False,True,834,0.08491926982189425
3168,264,0.04031765424557117,0.4364751366484469,0.0027034194060209446,0.03151781660228117,0,1225287,True,True,2104,0.048795944233206594
3356,263,0.04016493585827734,0.4448671784767987,0.0017438449574593748,0.035058323952641926,2,2048869,True,False,2114,0.07787420543929412
3905,258,0.039401343921808184,0.45557642802476866,0.0011041035750760963,0.04550972229234871,1,1381470,True,True,1498,0.0762525261665611
4586,252,0.038485033598045205,0.43226828624240826,0.002129614012294024,0.029235997788562375,1,12502520,True,False,2293,0.02848921773224562
431,247,0.03772144166157605,0.4244781537663685,0.001723757764077937,0.0295201975438093,3,933078,True,False,1854,0.02866923406076166
1983,246,0.03756872327428223,0.4698959454610693,0.0022486962863883554,0.045415666120751284,2,1489146,True,False,1268,0.09255019080803054
4410,246,0.03756872327428223,0.4689536632528826,0.005734222809187959,0.03744409631332945,0,975,False,False,1208,0.0522316243570599
5445,242,0.036957849725106906,0.4754229289188993,0.003801725298814792,0.044545513489379934,3,18361,False,True,1771,0.0782552038681801
1934,240,0.03665241295051924,0.4534626038781163,0.0018261422321071748,0.03767402673019501,3,964380,True,True,2140,0.06576011157601115
4211,239,0.03649969456322542,0.4558301427079708,0.002170656854009508,0.03530009373446369,3,2217174,True,True,1764,0.06131992545972364
1670,237,0.03619425778863775,0.4258307862391884,0.0013159020566779847,0.033476996043654346,3,1450569,True,True,1628,0.07762997926053064
2956,236,0.03604153940134392,0.43849193062345143,0.0010910262784656075,0.03303817721748083,3,2295292,True,True,1852,0.05355210962856113
246,233,0.03558338423946243,0.4500343642611684,0.0015993049343093215,0.034514844488974766,2,464828,True,False,1860,0.07000147994672191
2614,233,0.03558338423946243,0.43141388852286205,0.001294517114841851,0.03651424210150523,3,1548997,True,True,934,0.0875758472694983
4555,232,0.0354306658521686,0.455798412919393,0.0013852148458063309,0.041371614371125826,3,1215488,True,True,855,0.09493954321540528
2470,229,0.03497251069028711,0.4687522370964278,0.0022814464651178586,0.042774002266411836,0,61483,False,True,1536,0.09534206695778748
5519,227,0.03466707391569945,0.4112032152725446,0.0018565539078036857,0.021678618496199918,0,977531,True,False,1552,0.030837004405286344
871,225,0.03436163714111179,0.4315844977590298,0.0012792375461638502,0.03531861819755624,3,1212500,True,True,1411,0.07317460317460317
5055,225,0.03436163714111179,0.45111953151911816,0.0016865294068336,0.03771982456273943,0,2213254,True,False,1332,0.1019047619047619
4454,224,0.03420891875381796,0.4235994307154871,0.0008477175109089971,0.02754439947452776,2,189685,False,False,2307,0.13989429852658553
285,223,0.03405620036652413,0.4301951251560344,0.0022266470955302066,0.026826034377334194,2,550654,True,True,1488,0.049569749121318625
1115,222,0.0339034819792303,0.4142992723821575,0.0023518297853096907,0.019460045955458877,2,4359373,True,False,2396,0.028820675879499408
3472,221,0.03375076359193647,0.45080895008605854,0.003174541449630056,0.02853257831724399,0,10967,False,False,1603,0.07071164129987659
6269,220,0.03359804520464264,0.4589612392233826,0.00210228969397788,0.039412692218956574,0,1127517,True,True,1181,0.08746367787463678
4544,220,0.03359804520464264,0.4103271086602331,0.0034566883575149233,0.013000672333773064,4,21294,False,True,851,0.05628891656288917
5847,219,0.03344532681734881,0.3754371882346196,0.0009371426055932528,0.016566354660958522,2,48893,False,False,1536,0.12182145699803108
3931,211,0.03222357971899817,0.4197974099243493,0.0011785481815685492,0.02667297629014086,3,918758,True,True,1285,0.05854208982171068
3927,208,0.03176542455711668,0.4570710596118945,0.001749249557001317,0.029745454550823794,0,1154259,True,True,1893,0.06851542177629134
2877,207,0.03161270616982285,0.44300115012516067,0.001177596857959808,0.02744024758379906,2,708743,True,True,1268,0.07096290042680925
1155,207,0.03161270616982285,0.41045571365887296,0.0030721008600098306,0.01648931779372684,4,452983,True,True,1687,0.03958538530087707
2993,206,0.031459987782529016,0.44046818242970537,0.0013423054880601453,0.02797050289037127,2,1977921,True,False,1269,0.06398295050911675
3239,206,0.031459987782529016,0.4218256780261547,0.0017111445995992357,0.023683478023631813,0,13033144,True,False,2415,0.02884205541084537
5652,204,0.03115455100794136,0.39873340640604066,0.001210017850468521,0.017239901698153325,0,2485795,True,False,1468,0.023761228629382788
2584,203,0.031001832620647526,0.4076195219123506,0.00674769322817443,0.011805935173808936,4,620379,True,False,1788,0.0743305857679364
4846,200,0.030543677458766037,0.4493857662480269,0.0011084936209659953,0.03508488734490171,1,665271,True,True,2257,0.07492462311557789
5910,199,0.030390959071472205,0.45668852001673876,0.0012593343532337619,0.03846215285583172,3,1010445,True,False,2753,0.13679508654383027
1386,199,0.030390959071472205,0.4506228064138738,0.0019238334172318368,0.030233584593013663,1,1299081,True,False,1440,0.060758337140246685
2124,197,0.030085522296884545,0.4722683014785431,0.0016603573586932222,0.048616308310641836,0,1974,False,True,1331,0.11623329534859629
5679,197,0.030085522296884545,0.4580943053029243,0.0025683806074332195,0.031040810034560818,0,7021,False,False,2064,0.062312234538485445
2917,196,0.029932803909590716,0.4348519059636074,0.0008622714023676471,0.029966712960784896,3,1110679,True,True,1944,0.09026687598116169
4159,194,0.029627367135003056,0.442402540368894,0.002402098675687801,0.021483463403336792,2,11345,False,False,2265,0.05427060520271353
1015,191,0.029169211973121566,0.4163275686673449,0.0008979925381907249,0.024716375319075053,3,613916,True,True,1950,0.06299255993386609
2298,190,0.029016493585827734,0.39951189749847466,0.0010087487939164528,0.016716704251429647,2,774022,True,False,2151,0.08671679197994987
421,189,0.028863775198533906,0.42373649129618846,0.0012437805276584331,0.023002780786018272,0,2269224,True,False,1572,0.07396149949341439
3883,189,0.028863775198533906,0.44435396308360475,0.0007306613472370355,0.030624898155122572,2,857781,True,False,1604,0.08634470336597996
4960,188,0.028711056811240074,0.41741569452412824,0.0008776210102886757,0.025208756452617262,3,338839,True,True,1303,0.0876664011832973
5343,187,0.028558338423946245,0.44604904632152587,0.000977507935530863,0.034597283258111663,3,241452,False,True,1115,0.11868207693634639
2418,187,0.028558338423946245,0.44058673126093395,0.0027625549627068565,0.020439153022256202,4,55110,False,True,1172,0.11431200046000806
369,186,0.028405620036652413,0.46282160022618035,0.0014164750268018252,0.041190664720017846,2,4517,False,False,1335,0.12217378668991573
1687,186,0.028405620036652413,0.4647927314026121,0.0020781791207320774,0.03401463610526873,0,109209,True,True,1256,0.0899157221737867
1156,185,0.028252901649358585,0.42223368583956666,0.003198222998766472,0.017790645439271623,4,547362,True,False,1405,0.10070505287896592
865,184,0.028100183262064753,0.46878579610538373,0.001921579141345305,0.03842953557371987,0,30466,False,False,1066,0.10934901401758138
6466,184,0.028100183262064753,0.4039232619826044,0.0006945102765234795,0.020380955346971746,2,40196,False,False,1914,0.16239011641720125
1233,183,0.027947464874770924,0.43181218675811134,0.001535950040781262,0.021901143510463898,2,614729,True,True,1894,0.03819131687984147
3034,183,0.027947464874770924,0.4347652878294934,0.0012543542695258756,0.026342738728330553,2,14395,False,True,2100,0.159430733201225
5828,182,0.027794746487477092,0.43064781321933576,0.001013180957724409,0.023677455184127068,2,361806,True,True,3020,0.0635055552182624
1972,181,0.027642028100183264,0.43784687395519895,0.0013837373862664309,0.024434182632516087,0,479302,True,True,2271,0.06261510128913444
3025,181,0.027642028100183264,0.4171497738421354,0.001353430956153276,0.02332394020397702,0,1946495,True,False,1354,0.050214855739717616
5582,180,0.02748930971288943,0.38812162883053763,0.0003404838805863607,0.018789141691812138,2,52324,False,False,2090,0.1771570453134699
6501,179,0.027336591325595603,0.41393261268095327,0.0011873214875383314,0.02077321556947672,1,3092462,True,True,2373,0.02761910740066537
1183,179,0.027336591325595603,0.4589612392233826,0.0008428975711881597,0.040449904583187944,3,500682,True,True,2649,0.14958257485405813
5206,178,0.02718387293830177,0.42957423079446305,0.0032957377477976597,0.012713629685259175,0,8977,False,True,1299,0.017837872151336254
3298,176,0.02687843616371411,0.46311620340901055,0.0017819626556085572,0.03265275107385008,0,207738,True,True,1749,0.0924025974025974
1090,175,0.026725717776420282,0.42234262125902994,0.0005847113062524403,0.022279585613251753,2,52789,False,False,2584,0.1754351395730706
1548,175,0.026725717776420282,0.4219887864922343,0.0005855449570220691,0.025170205555094617,3,1116111,True,False,1452,0.06357963875205254
2257,174,0.026572999389126453,0.4357199893532073,0.0011974253055757628,0.023388860988929453,3,176032,False,True,1567,0.06258720350807255
4239,171,0.02611484422724496,0.4169372811206622,0.0004916053783513918,0.024114120203911533,2,106072,True,False,2823,0.16167870657034744
5610,170,0.025962125839951132,0.4504368163995322,0.0008240806243989585,0.03393779451583036,1,234515,True,False,1846,0.11221719457013575
3948,169,0.0258094074526573,0.4249464598611201,0.001376856332856631,0.022481185686749863,0,1012910,True,False,1689,0.08023386869540716
5175,168,0.02565668906536347,0.4547538023473852,0.0015483855417164274,0.03021489125889816,3,135449,False,False,1925,0.10143997718848018
959,166,0.02535125229077581,0.4435112435654294,0.0004966874172300077,0.03557708419330825,3,948346,True,False,2472,0.16582694414019716
4151,166,0.02535125229077581,0.3709915014164306,0.0006455865694366197,0.014397396832791173,2,186924,False,False,973,0.11201168309602044
4662,166,0.02535125229077581,0.4217170090809558,0.0006438244533042949,0.024083571134467255,2,616626,True,True,2269,0.06396495071193867
1610,165,0.02519853390348198,0.44735943157750907,0.0010586392111124464,0.029019017641779842,3,2478049,True,False,2110,0.07413155949741315
1616,165,0.02519853390348198,0.4428213971731927,0.0017508906377540043,0.021326399830903082,0,243463,True,True,1036,0.058240946045824096
4395,165,0.02519853390348198,0.44222327277638956,0.001093097576429513,0.02367730190053131,0,18274,False,True,1099,0.070509977827051
3754,164,0.02504581551618815,0.4329828737684322,0.0007071026272931603,0.02141119024620378,2,362431,True,True,1269,0.09658835852162202
1018,162,0.02474037874160049,0.4454724811211647,0.0008408743622492842,0.026779024911929156,2,76756,True,True,1144,0.14577102982900084
2606,162,0.02474037874160049,0.41161679658033695,0.0005924943784213901,0.018839604433556083,2,15372,False,False,1990,0.2088030059044552
2867,162,0.02474037874160049,0.4178152118427769,0.0021876125545684665,0.017624377524772326,3,20491,False,False,1028,0.044398435702783526
363,162,0.02474037874160049,0.4186165451988237,0.0008558523900786684,0.020511093582049767,2,113290,False,True,2468,0.18342151675485008
461,161,0.024587660354306658,0.46429837623200737,0.0019140378698589095,0.03389655472840125,0,1580995,True,False,1677,0.10652173913043478
6538,161,0.024587660354306658,0.46233142695756546,0.0012016158982939293,0.03709730163352876,3,1664142,True,True,1197,0.12748447204968943
6279,160,0.02443494196701283,0.4538083027236815,0.0026869638534754298,0.023157728700615422,4,3289,False,False,2211,0.09119496855345911
1939,160,0.02443494196701283,0.4163275686673449,0.0009459170265078568,0.02079196912774664,3,4135662,True,False,1806,0.04284591194968553
4129,159,0.024282223579719,0.40756877878750153,0.0004942680386833034,0.019343284186436025,2,770437,True,True,1433,0.07340179921980734
3259,159,0.024282223579719,0.3990979459986591,0.0009810097959450426,0.015655032593760287,2,193768,True,False,721,0.0230077223151023
2448,159,0.024282223579719,0.4390505565240713,0.0004420669169735522,0.03400637391788299,1,1275197,True,False,984,0.1470424329273147
6502,158,0.02412950519242517,0.4168576521517698,0.0005653908059458122,0.02107617101284653,2,94453,False,False,2163,0.1919696847536886
4979,156,0.023824068417837508,0.42500162263906016,0.0007468968923319432,0.020809646264944144,0,422965,True,True,1532,0.047808105872622
5811,154,0.023518631643249847,0.38779982232750965,0.00021109118468867131,0.019249135890346204,1,1055638,True,False,2456,0.040998217468805706
4187,153,0.02336591325595602,0.4445349626612356,0.0006902659634644716,0.027452699769640012,2,136002,True,False,1258,0.10483316133470932
3212,153,0.02336591325595602,0.42141845797399924,0.0006905748495497701,0.021650384889303792,2,25064,False,False,1834,0.23366013071895425
1336,151,0.023060476481368358,0.4223971100503161,0.0012868928300165546,0.017663569319271807,2,25043,False,True,2521,0.10225165562913907
1945,151,0.023060476481368358,0.43685369270798585,0.0010808978524766096,0.025205366624823495,3,525515,False,True,2021,0.08609271523178808
167,151,0.023060476481368358,0.41205713926121706,0.0010192073831576788,0.015774286955402544,0,208761,False,False,1449,0.05792494481236203
1358,150,0.022907758094074526,0.41741569452412824,0.00040442780584349557,0.025037595075376312,3,354900,True,True,1524,0.09601789709172259
926,150,0.022907758094074526,0.4511816991662647,0.0013994068426475233,0.029278263358268115,2,4171,False,False,2196,0.18272930648769575
4563,150,0.022907758094074526,0.40285468192444934,0.0011626278807661719,0.014488718770437958,0,1113089,True,False,697,0.033914988814317676
3334,147,0.022449602932193037,0.43212565168613476,0.0007283406058834137,0.02068240155895756,0,215318,False,True,1516,0.06644301556238934
2147,147,0.022449602932193037,0.4428213971731927,0.001001421737656602,0.025039974814721887,0,1923623,True,True,1358,0.07827788649706457
2746,146,0.022296884544899205,0.46575147592289634,0.0015124777263553159,0.03963280220745524,0,10567,False,True,1241,0.11355692017005196
418,146,0.022296884544899205,0.39172050729839675,0.00029661628456917165,0.015395204632071112,2,266712,False,False,3272,0.16457250826641473
2119,146,0.022296884544899205,0.4326395771390816,0.001266471130773562,0.021741552694462235,2,87965,True,False,2156,0.1276334435521965
2712,145,0.022144166157605377,0.4353723404255319,0.0008175152476226848,0.022107331823444612,3,1211368,True,True,2660,0.05220306513409962
3361,145,0.022144166157605377,0.41500823932057296,0.0009893352675802176,0.014850722893196956,0,271363,True,True,2407,0.05009578544061303
6360,145,0.022144166157605377,0.46269078575466366,0.0013202161027276906,0.035048238160237104,1,351441,True,False,2346,0.1460727969348659
3673,144,0.021991447770311548,0.41998588929510616,0.00036987679336186274,0.019949612529361532,2,35053,False,False,2038,0.20308857808857808
5639,143,0.021838729383017716,0.43522765038218675,0.000447906778509431,0.02676642719166056,3,453826,True,True,765,0.14823204964050035
5911,143,0.021838729383017716,0.37333941501796,0.00037133402612447755,0.011764746009242537,2,98491,False,False,1951,0.1786664040185167
2468,143,0.021838729383017716,0.3753511034680424,0.0006182666291328079,0.013218525118070678,2,487104,True,True,2225,0.01831970846055353
6281,142,0.021686010995723887,0.4172826918174866,0.0006544292478194127,0.017735520557281437,2,13082,False,False,2592,0.17900309659374689
6342,142,0.021686010995723887,0.4359230410758272,0.0007090441205443596,0.023300751221557184,2,14027,False,True,2142,0.18189991009889123
6154,142,0.021686010995723887,0.43775905869768683,0.0008058309757125534,0.020870589937548447,0,811399,True,True,1207,0.08200978923184497
1133,141,0.021533292608430055,0.4590255871012969,0.001443893446370235,0.029740399056229525,2,222299,True,True,844,0.1171225937183384
4269,141,0.021533292608430055,0.4326395771390816,0.00071331055329793,0.02231105736336657,2,14382,False,True,1842,0.21408308004052684
4756,139,0.021227855833842395,0.4070620415267935,0.0003654916329924814,0.018448007052746945,2,10069,False,False,2091,0.23136273589823794
1240,139,0.021227855833842395,0.42566469479295327,0.0006584335517361765,0.020299042314252322,0,140848,True,True,913,0.08038786362214576
5325,139,0.021227855833842395,0.4023843175812696,0.0002516891274948842,0.017210624488713088,2,13217,False,False,2121,0.2537795850276301
5893,139,0.021227855833842395,0.43630063965884863,0.0009742097128124067,0.02075293700351443,0,170592,True,False,685,0.07746846001459702
1405,139,0.021227855833842395,0.455798412919393,0.0012482398375265936,0.025016653599311104,0,35760,False,True,1422,0.09425503075800229
1671,138,0.021075137446548566,0.4454724811211647,0.0011417471916322945,0.0238393990951581,2,6375,False,False,2158,0.18703057230508832
1082,138,0.021075137446548566,0.44480673867264453,0.0009478667071067949,0.02603581195438531,0,282396,False,False,891,0.10324764624986776
1699,137,0.020922419059254734,0.42889893233772186,0.0006071279584663051,0.026393738010836977,1,856418,True,False,1198,0.13095749248604552
2234,136,0.020769700671960906,0.4361553320455605,0.000986058321985253,0.019988456173729238,3,634288,True,False,2336,0.0766884531590414
4941,136,0.020769700671960906,0.3885592214573938,0.0002848952813304691,0.013881799838187533,2,44501,False,False,1901,0.19411764705882353
3350,135,0.020616982284667074,0.3928014397120576,0.00015751532705274017,0.016657934332857293,2,29987,False,False,2030,0.2494195688225539
119,135,0.020616982284667074,0.437232905982906,0.0003107422983507893,0.030424658154087653,3,374271,True,True,1490,0.18374792703150913
1071,134,0.020464263897373245,0.4133316500441863,0.0004049123820657521,0.018081240451098768,2,68384,False,False,1853,0.20334418134889462
4236,134,0.020464263897373245,0.4599929750614682,0.0009065699787485613,0.037238052243036064,3,3733,False,True,1235,0.1509370441027943
3013,134,0.020464263897373245,0.4349385586183992,0.0006309134423708543,0.023200245230797625,3,764694,True,True,1503,0.13982717989002358
5230,134,0.020464263897373245,0.4293770491803279,0.0004389777248642682,0.024256365054403907,1,1689693,True,False,2234,0.10313096173268993
4202,134,0.020464263897373245,0.44261186967689603,0.0011943162172220402,0.02871412616686912,0,3532,False,False,1333,0.10010099876557065
3010,133,0.020311545510079413,0.4497870586619041,0.0006563651942048704,0.027956972057392702,0,147269,True,True,1650,0.13009797220323535
4075,133,0.020311545510079413,0.40731525255038564,0.0008741796955070578,0.010889969065725386,4,171893,True,True,1354,0.15903394850763272
3904,133,0.020311545510079413,0.42436811406351266,0.0009911524070886331,0.016188676076076308,2,79851,False,True,2103,0.09717475506949191
98,133,0.020311545510079413,0.43726210350584305,0.000380034756236271,0.025885400028945443,3,106853,True,False,1311,0.13055365686944634
2116,133,0.020311545510079413,0.46282160022618035,0.0009522230249102562,0.03632806422100534,0,4824,False,True,1054,0.13009797220323535
964,133,0.020311545510079413,0.42940520689881306,0.0012383140169979464,0.017576426659657494,2,699146,False,True,2260,0.07507404875825928
5019,132,0.020158827122785584,0.42346245877255384,0.00044480961971210813,0.0216784594049504,3,309460,True,True,1201,0.09969928290538978
